name,ID,father,mother,spouse,lover,issue,allegiance,affiliated
Lord Commander Hoare,Lord_Commander_Hoare,Halleck_Hoare,,,,,House_Hoare;Night's_Watch,Halleck_Hoare;Harren_Hoare;Aegon_I_Targaryen;Aemon_Targaryen_(son_of_Maekar_I);Jon_Snow;Qhorwyn_Hoare;Harlan_Hoare;Harwyn_Hoare;Qhorin_Volmark;Osric_Stark;Lothor_Burley;Night's_King;Rodrik_Flint;Lord_Commander_Crowl;Runcel_Hightower;Marq_Rankenfell;Tristan_Mudd;Robin_Hill;Orbert_Caswell;Jack_Musgood;Brynden_Rivers;Lord_Commander_Qorgyle;Jeor_Mormont
Hoarfrost Umber,Hoarfrost_Umber,,,,,Mors_Umber;Hother_Umber,House_Umber,Mors_Umber;Hother_Umber;Jon_Umber_(Greatjon);Harmond_Umber
Hobb,Hobb,,,,,,Night's_Watch,Hobb_the_Hewer;Todder;Halder;Grenn;Dareon;Albett;Pypar;Matthar;Jon_Snow;Eddard_Stark;Jeor_Mormont;Samwell_Tarly;Bowen_Marsh;Styr;Mance_Rayder;Jack_Bulwer;Hairy_Hal;Garth_Greyfeather;Weeper;Alf_of_Runnymudd;Devan_Seaworth;Melisandre;Alys_Karstark;Sigorn;Clydas;Janos_Slynt;Stannis_Baratheon;Eddison_Tollett
Hobb the Hewer,Hobb_the_Hewer,,,,,,,Munkun
Hobber Redwyne,Hobber_Redwyne,Paxter_Redwyne,Mina_Tyrell,,,,House_Redwyne,Paxter_Redwyne;Mina_Tyrell;Horas_Redwyne;Samwell_Tarly;Randyll_Tarly;Sansa_Stark;Jeyne_Poole;Cersei_Lannister;Robert_I_Baratheon;Joffrey_Baratheon;Arya_Stark;Eddard_Stark;Renly_Baratheon;Meryn_Trant;Varys;Tyrion_Lannister;Petyr_Baelish;Tywin_Lannister;Margaery_Tyrell;Taena_Merryweather;Tommen_Baratheon;Meredyth_Crane;Osmund_Kettleblack;Blue_Bard;Jacelyn_Bywater;Runceford_Redwyne;Luthor_Tyrell;Mace_Tyrell;Alerie_Hightower;Janna_Tyrell;Jon_Fossoway;Bethany_Redwyne;Mathis_Rowan;Desmond_Redwyne;Denyse_Hightower;Desmera_Redwyne;Denys_Redwyne
Hobert Hightower,Hobert_Hightower,,,,,,House_Hightower;Greens;Caltrops,Lord_Hightower;Aegon_II_Targaryen;Ormund_Hightower;Daeron_Targaryen_(son_of_Viserys_I);Unwin_Peake;Hugh_Hammer;Ulf_White;Jon_Roxton;Gyldayn;Mushroom;Otto_Hightower;Bryndon_Hightower;Samantha_Tarly;Alicent_Hightower;Viserys_I_Targaryen;Gwayne_Hightower;Myles_Hightower;Lyonel_Hightower;Martyn_Hightower_(son_of_Ormund);Garmund_Hightower;Rhaena_Targaryen_(daughter_of_Daemon);Bethany_Hightower;Helaena_Targaryen;Aemond_Targaryen;Jaehaerys_Targaryen_(son_of_Aegon_II);Jaehaera_Targaryen;Maelor_Targaryen;Marq_Ambrose;Owen_Fossoway;George_Graceford;Leygood_(father_of_Lucas);Tyler_Norcross;Victor_Risley;Richard_Rodden
Hod,Hod,,,,,,,Yoren;Robb_Stark
Hodor,Hodor,,,,,,House_Stark,Bran_Stark;Osha;Catelyn_Stark;Mordane;Catspaw;Hallis_Mollen;Luwin;Eddard_Stark;Gregor_Clegane;Joseth;Sansa_Stark;Arya_Stark;Joffrey_Baratheon;Robb_Stark;Walder_Frey_(son_of_Merrett);Walder_Frey_(son_of_Jammos);Meera_Reed;Jojen_Reed;Theon_Greyjoy;Mikken;Rickon_Stark;Ramsay_Snow;Wex_Pyke;Farlen;Miller's_sons;Lothar_Frey;Samwell_Tarly;Coldhands;Brynden_Rivers;Wun_Weg_Wun_Dar_Wun;Jon_Snow;Cersei_Lannister
Hoke,Hoke,,,,,,House_Lannister,Cersei_Lannister;Jaime_Lannister
Holger,Holger,,,,,Dolf,Stone_Crows,Dolf;Shagga
Hollis Teague,Hollis_Teague,Humfrey_I_Teague,,,,,,Humfrey_II_Teague;Tyler_Teague;Humfrey_I_Teague;Damon_Teague;Torrence_Teague;Theo_Teague
Holly,Holly,,,,,,Mance_Rayder,Mance_Rayder;Arya_Stark;Jeyne_Poole;Theon_Greyjoy;Jon_Snow;Frenya;Myrtle;Rowan;Squirrel_(free_folk);Willow_Witch-eye
Hooded man,Hooded_man,,,,,,,Hooded_Man;Theon_Greyjoy;Roose_Bolton;Ramsay_Snow;Yellow_Dick;Roger_Ryswell
Hooded Man,Hooded_Man,,,,,,House_Banefort,Hooded_man
Hop-Bean,Hop-Bean,,,,,Oppo;Penny,,Oppo;Penny;Tyrion_Lannister
Hop-Robin,Hop-Robin,,,,,,Night's_Watch,Conwy;Jon_Snow;Endrew_Tarth;Emmett;Hareth_(Mole's_Town)
Horas Harroway,Horas_Harroway,,,,,,House_Harroway,Maegor_I_Targaryen;Alys_Harroway;Lucas_Harroway;Jeyne_Harroway;Hanna_Harroway
Horas Redwyne,Horas_Redwyne,Paxter_Redwyne,Mina_Tyrell,,,,House_Redwyne,Paxter_Redwyne;Mina_Tyrell;Hobber_Redwyne;Samwell_Tarly;Randyll_Tarly;Sansa_Stark;Jeyne_Poole;Cersei_Lannister;Jory_Cassel;Robert_I_Baratheon;Joffrey_Baratheon;Arya_Stark;Eddard_Stark;Renly_Baratheon;Meryn_Trant;Varys;Tyrion_Lannister;Petyr_Baelish;Myrcella_Baratheon;Tanda_Stokeworth;Tywin_Lannister;Taena_Merryweather;Tommen_Baratheon;Meredyth_Crane;Osmund_Kettleblack;Blue_Bard;Sandor_Clegane;Jacelyn_Bywater;Osney_Kettleblack;Runceford_Redwyne;Luthor_Tyrell;Mace_Tyrell;Alerie_Hightower;Janna_Tyrell;Jon_Fossoway;Bethany_Redwyne;Mathis_Rowan;Desmond_Redwyne;Denyse_Hightower;Desmera_Redwyne;Denys_Redwyne
Horgan Hoare,Horgan_Hoare,,,,,,,Wulfgar_Hoare;Haereg
Horned Lord,Horned_Lord,,,,,,,Bael_the_Bard;Gendel;Gorne;Dalla;Jon_Snow;Joramun;Raymun_Redbeard;Mance_Rayder
Horonno,Horonno,,,,,,Tigers_(Volantis),Tyrion_Lannister
Horro,Horro,,,Moro_(Century_of_Blood),,,,Haro;Moro_(Century_of_Blood);Doshi;Mengo
Horton Redfort,Horton_Redfort,,,,,Jasper_Redfort;Creighton_Redfort;Jon_Redfort;Mychel_Redfort,House_Redfort;Lords_Declarant,Orton_Merryweather;Jasper_Redfort;Creighton_Redfort;Jon_Redfort;Mychel_Redfort;Dacks;Robert_I_Baratheon;Eddard_Stark;Jon_Arryn;Domeric_Bolton;Kevan_Lannister;Lysa_Arryn;Yohn_Royce;Petyr_Baelish;Lyn_Corbray;Lothor_Brune;Sansa_Stark;Anya_Waynwood;Ysilla_Royce
Horys Hill,Horys_Hill,,,,,,Faith_of_the_Seven;Poor_Fellows,Maegor_I_Targaryen;Moon_(septon);Ragged_Silas;Dennis_the_Lame
Hosman Norcross,Hosman_Norcross,,,Delena_Florent,,Alester_Norcross;Renly_Norcross,House_Norcross,Delena_Florent;Alester_Norcross;Renly_Norcross;Colin_Florent;Robert_I_Baratheon;Bayard_Norcross;Edric_Storm
Hosteen Frey,Hosteen_Frey,Walder_Frey,Amarei_Crakehall,Bellena_Hawick,,Arwood_Frey,House_Frey,Walder_Frey;Amarei_Crakehall;Bellena_Hawick;Arwood_Frey;Stannis_Baratheon;Theon_Greyjoy;Robert_I_Baratheon;Jorah_Mormont;Loras_Tyrell;Jared_Frey;Danwell_Frey;Emmon_Frey;Theo_Frey;Perwyn_Frey;Martyn_Rivers;Catelyn_Stark;Robb_Stark;Tywin_Lannister;Ronel_Rivers;Arya_Stark;Aenys_Frey;Roose_Bolton;Jaime_Lannister;Edmure_Tully;Roslin_Frey;Lothar_Frey;Lucas_Blackwood;Rhaegar_Frey;Symond_Frey;Wendel_Manderly;Wyman_Manderly;Ramsay_Snow;Jeyne_Poole;Walder_Frey_(son_of_Merrett);Mors_Umber;Lucias_Vypren;Lythene_Frey;Betharios_of_Braavos;Ryella_Royce;Damon_Vypren;Elyana_Vypren;Jon_Wylde;Alesander_Frey;Alyx_Frey;Bradamar_Frey;Ryella_Frey;Androw_Frey;Alyn_Frey;Hostella_Frey;Rickard_Wylde;Wynafrei_Whent;Merrett_Frey;Mariya_Darry;Pate_of_the_Blue_Fork;Amerei_Frey;Lancel_Lannister;Walda_Frey_(daughter_of_Merrett);Marissa_Frey;Geremy_Frey;Carolei_Waynwood;Raymund_Frey;Beony_Beesbury;Sandor_Frey;Cynthea_Frey;Robert_Frey_(son_of_Raymund);Malwyn_Frey;Sarra_Frey;Serra_Frey;Cersei_Frey;Jaime_Frey;Tywin_Frey_(son_of_Raymund)
Hostella Frey,Hostella_Frey,Arwood_Frey,Ryella_Royce,,,,House_Frey,Arwood_Frey;Ryella_Royce;Walder_Frey;Amarei_Crakehall;Hosteen_Frey;Bellena_Hawick;Lucias_Vypren;Lythene_Frey;Symond_Frey;Betharios_of_Braavos;Damon_Vypren;Elyana_Vypren;Jon_Wylde;Alesander_Frey;Alyx_Frey;Bradamar_Frey;Ryella_Frey;Androw_Frey;Alyn_Frey;Rickard_Wylde;Danwell_Frey;Wynafrei_Whent;Merrett_Frey;Mariya_Darry;Pate_of_the_Blue_Fork;Amerei_Frey;Lancel_Lannister;Walda_Frey_(daughter_of_Merrett);Roose_Bolton;Marissa_Frey;Walder_Frey_(son_of_Merrett);Geremy_Frey;Carolei_Waynwood;Raymund_Frey;Beony_Beesbury;Sandor_Frey;Cynthea_Frey;Robert_Frey_(son_of_Raymund);Malwyn_Frey;Sarra_Frey;Serra_Frey;Cersei_Frey;Jaime_Frey;Tywin_Frey_(son_of_Raymund)
Hoster Blackwood,Hoster_Blackwood,Tytos_Blackwood,,,,,House_Blackwood,Tytos_Blackwood;Jaime_Lannister;Jonos_Bracken;Tyrion_Lannister;Lord_Blackwood_(Aerys_II);Brynden_Blackwood;Lucas_Blackwood;Edmund_Blackwood;Alyn_Blackwood;Bethany_Blackwood;Robert_Blackwood
Hoster Frey,Hoster_Frey,Whalen_Frey,Sylwa_Paege,,,,House_Frey;Damon_Paege,Damon_Paege;Whalen_Frey;Sylwa_Paege;Walder_Frey;Alyssa_Blackwood;Lothar_Frey;Leonella_Lefford;Jammos_Frey;Sallei_Paege;Morya_Frey;Flement_Brax;Tyta_Frey;Walder_Frey_(son_of_Jammos);Dickon_Frey;Mathis_Frey;Merianne_Frey;Robert_Brax_(son_of_Flement);Walder_Brax;Jon_Brax;Tysane_Frey;Walda_Frey_(daughter_of_Lothar);Emberlei_Frey;Leana_Frey
Hoster Tully,Hoster_Tully,Lord_Tully_(father_of_Hoster),,,,Catelyn_Stark;Lysa_Arryn;Edmure_Tully,House_Tully,Lord_Tully_(father_of_Hoster);Catelyn_Stark;Lysa_Arryn;Edmure_Tully;Minisa_Whent;Brynden_Tully;Baelish_(lord);Petyr_Baelish;Bethany_Redwyne;Walder_Frey;Brandon_Stark;Rickard_Stark;Tywin_Lannister;Jaime_Lannister;Aerys_II_Targaryen;Tyrion_Lannister;Kym;Robert_I_Baratheon;Eddard_Stark;Jon_Arryn;Jon_Connington;Denys_Arryn;Annara_Farring;Arianne_Martell;Doran_Martell;Joyeuse_Erenford;Gregor_Clegane;Marq_Piper;Raymun_Darry;Joffrey_Baratheon;Robb_Stark;Vyman;Jonos_Bracken;Tytos_Blackwood;Karyl_Vance;Jason_Mallister;Lothar_Frey;Desmond_Grell;Arya_Stark;Tom_of_Sevenstreams;Anguy;Jeyne_Westerling;Notch;Gendry;Roslin_Frey;Axel_Tully;Elston_Tully;Tommen_Tully;Edmyn_Tully;Prentys_Tully;Grover_Tully;Elmo_Tully;Kermit_Tully;Medgar_Tully;Lord_Tully_(successor_of_Medgar);Emmon_Frey
Hot Pie,Hot_Pie,,,,,,,Arya_Stark;Yoren;Eddard_Stark;Lommy_Greenhands;Amory_Lorch;Gendry;Tom_of_Sevenstreams;Harwin;Sharna;Husband
Hother Umber,Hother_Umber,Hoarfrost_Umber,,,,,House_Umber,Hoarfrost_Umber;Jon_Umber_(Greatjon);Mors_Umber;Catelyn_Stark;Robb_Stark;Wyman_Manderly;Walder_Frey;Stannis_Baratheon;Roose_Bolton;Arnolf_Karstark;Ramsay_Snow;Theon_Greyjoy;Jeyne_Poole;Harwood_Stout;Barbrey_Dustin;Hosteen_Frey;Aenys_Frey;Donella_Hornwood
Hotho Harlaw,Hotho_Harlaw,,,,,Hotho_Harlaw's_daughter,House_Harlaw_of_the_Tower_of_Glimmering,Hotho_Harlaw's_daughter;Rodrik_Harlaw;Marwyn;Victarion_Greyjoy;Aeron_Greyjoy;Euron_Greyjoy;Harras_Harlaw;Theomore_Harlaw;Sigfryd_Harlaw;Gwynesse_Harlaw;Alannys_Harlaw;Balon_Greyjoy;Boremund_Harlaw;Rodrik_Greyjoy;Maron_Greyjoy;Asha_Greyjoy;Theon_Greyjoy
Hotho Harlaw's daughter,Hotho_Harlaw's_daughter,Hotho_Harlaw,,,,,House_Harlaw_of_the_Tower_of_Glimmering,Hotho_Harlaw;Rodrik_Harlaw;Victarion_Greyjoy;Euron_Greyjoy;Theomore_Harlaw;Sigfryd_Harlaw;Gwynesse_Harlaw;Alannys_Harlaw;Balon_Greyjoy;Harras_Harlaw;Boremund_Harlaw;Rodrik_Greyjoy;Maron_Greyjoy;Asha_Greyjoy;Theon_Greyjoy
House of the Undying servitor,House_of_the_Undying_servitor,,,,,,Undying_Ones,Daenerys_Targaryen;Pyat_Pree
Howard Bullock,Howard_Bullock,Merrell_Bullock,,,Coryanne_Wylde,,House_Bullock;House_Targaryen;Free_Company_(sellsword_company),Merrell_Bullock;Coryanne_Wylde;Jaehaerys_I_Targaryen;Alyn_Bullock;Elyas_Scales
Howard Pyle,Howard_Pyle,,,,,,House_Pyle,Daeron_II_Targaryen
Howd Wanderer,Howd_Wanderer,,,,,,Mance_Rayder,Mance_Rayder;Tormund;Jon_Snow;Ramsay_Snow
Howland Reed,Howland_Reed,,,Jyana,,Meera_Reed;Jojen_Reed,House_Reed,Jyana;Meera_Reed;Jojen_Reed;Eddard_Stark;Walter_Whent;Lyanna_Stark;Rickard_Stark;Brandon_Stark;Benjen_Stark;Aerys_II_Targaryen;Jaime_Lannister;Rhaegar_Targaryen;Bran_Stark;Arthur_Dayne;Robb_Stark;Theon_Greyjoy;Rickon_Stark;Luwin;Victarion_Greyjoy;Galbart_Glover;Maege_Mormont;Danwell_Frey;Ramsay_Snow;Roose_Bolton;Martyn_Cassel;Jory_Cassel;Theo_Wull;Ethan_Glover;Mark_Ryswell;Willam_Dustin;Rodrik_Cassel
Hrothgar,Hrothgar,,,,,,,Othgar_Hoare_(the_Soulless);Othgar_Hoare_(Demonlover)
Hubard Rambton,Hubard_Rambton,,,,,,House_Rambton;House_Baratheon_of_Dragonstone,Stannis_Baratheon;Melisandre;Barre;Guncer_Sunglass;Selyse_Florent
Hubert,Hubert,,,,,,Citadel,Hubert_Arryn;Galladon_of_Morne
Hubert Arryn,Hubert_Arryn,,,,,,House_Arryn,Hubert;Aenys_I_Targaryen;Ronnel_Arryn_(king);Jonos_Arryn;Darnold_Arryn;Rymond_Arryn;Sharra_Arryn;Torrhen_Stark;Rodrik_Arryn;Lord_Arryn_(father_of_Jeyne);Jeyne_Arryn;Joffrey_Arryn;Donnel_Arryn;Jasper_Arryn;Jon_Arryn;Robert_Arryn;Arnold_Arryn;Isembard_Arryn;Yorbert_Royce;Petyr_Baelish
Hugh,Hugh,,,,,,House_Arryn,Jon_Arryn;Robert_I_Baratheon;Lysa_Arryn;Eddard_Stark;Petyr_Baelish;Varys;Cersei_Lannister;Jory_Cassel;Gregor_Clegane;Jeyne_Poole;Barristan_Selmy;Tyrion_Lannister;Pycelle
Hugh Arryn,Hugh_Arryn,,,,,,,Robin_Arryn;Hugo_Arryn
Hugh Beesbury,Hugh_Beesbury,,,,,,House_Beesbury,Warryn_Beesbury;Randyll_Tarly;Alys_Beesbury;Leo_Tyrell_(son_of_Victor);Beony_Beesbury;Raymund_Frey;Jeyne_Beesbury;Rhaegar_Frey;Bertram_Beesbury
Hugh Grandison,Hugh_Grandison,,,,,,House_Grandison,Arianne_Martell;Doran_Martell;Garin_(orphan);Gyles_Rosby;Areo_Hotah;Lord_Grandison
Hugh Clifton,Hugh_Clifton,,,,,,House_Clifton;House_Tyrell,Margaery_Tyrell;Blue_Bard;Cersei_Lannister;Qyburn
Hugh Hammer,Hugh_Hammer,,,,,,Blacks;Greens;Two_Betrayers,Jacaerys_Velaryon;Jaehaerys_I_Targaryen;Daemon_Targaryen;Ulf_White;Mushroom;Aegon_II_Targaryen;Corlys_Velaryon;Ormund_Hightower;Daeron_Targaryen_(son_of_Viserys_I);Roger_Corne;Jon_Roxton;Robert_I_Baratheon;Rhaegar_Targaryen;Aegon_I_Targaryen;Aenys_I_Targaryen;Maegor_I_Targaryen;Viserys_I_Targaryen;Aegon_III_Targaryen;Daeron_I_Targaryen;Baelor_I_Targaryen;Viserys_II_Targaryen;Aegon_IV_Targaryen;Daeron_II_Targaryen;Aerys_I_Targaryen;Maekar_I_Targaryen;Aegon_V_Targaryen;Jaehaerys_II_Targaryen;Aerys_II_Targaryen;Joffrey_Baratheon;Tommen_Baratheon;Aegon_Targaryen_(son_of_Aenys_I);Rhaenyra_Targaryen;Aemond_Targaryen;Vaella_Targaryen_(daughter_of_Daeron);Maegor_Targaryen_(son_of_Aerion);Aemon_Targaryen_(son_of_Maekar_I);Viserys_Targaryen;Daenerys_Targaryen;Renly_Baratheon;Stannis_Baratheon;Gaemon_Palehair;Trystane_Truefyre;Daemon_I_Blackfyre;Daemon_II_Blackfyre;Daemon_III_Blackfyre;Aenys_Blackfyre;Lyonel_Baratheon;Qhorin_Volmark;Lodos;Lodos_the_Twice-Drowned;Balon_Greyjoy;Euron_Greyjoy;Robb_Stark;Jonos_Arryn;Harren_the_Red;Marla_Sunderland
Hugh Hungerford,Hugh_Hungerford,,,,,,Windblown,Tattered_Prince;Daenerys_Targaryen;Quentyn_Martell;Meris
Hugo Arryn,Hugo_Arryn,Hugh_Arryn,,,,,,Hugh_Arryn;Alester_II_Arryn
Hugo Vance,Hugo_Vance,Norbert_Vance,,,,,House_Vance_of_Atranta,Hugo_Vance_(lord);Norbert_Vance;Edmure_Tully;Jaime_Lannister;Ronald_Vance;Ellery_Vance;Kirth_Vance;Jon_Vance
Hugo Vance,Hugo_Vance_(lord),,,,,,House_Vance_of_Wayfarer's_Rest;Blacks,Hugo_Vance;Tristan_Vance;Adrian_Tarbeck;Black_Trombo;Criston_Cole;Addam_Velaryon;Elmo_Tully;Borros_Baratheon;Lord_Vance
Hugo Wull,Hugo_Wull,,,,,,House_Wull,Eddard_Stark;Bran_Stark;Jon_Snow;Stannis_Baratheon;Torghen_Flint;Roose_Bolton;Arya_Stark;Jeyne_Poole;Ramsay_Snow;Corliss_Penny;Robin_Peasebury
Hugor of the Hill,Hugor_of_the_Hill,,,,,,,Hukko;Tyrion_Lannister
Hukko,Hukko,,,,,,,Hugor_of_the_Hill
Hullen,Hullen,,,,,Harwin,House_Stark,Harwin;Arya_Stark;Eddard_Stark;Robert_I_Baratheon;Sansa_Stark;Theon_Greyjoy
Humfrey Beesbury,Humfrey_Beesbury,,,,,,House_Beesbury,Daeron_II_Targaryen;Humfrey_Hardyng;Duncan_the_Tall;Donnel_of_Duskendale;Baelor_Targaryen_(son_of_Daeron_II);Raymun_Fossoway
Humfrey Bracken,Humfrey_Bracken,,,,,Amos_Bracken;Raylon_Rivers,House_Bracken;Greens;Blacks,Amos_Bracken;Raylon_Rivers;Viserys_I_Targaryen;Aegon_II_Targaryen;Rhaenyra_Targaryen;Samwell_Blackwood;Daemon_Targaryen;Elmo_Tully;Lothar_Bracken
Humfrey Clifton,Humfrey_Clifton,,,,,,House_Clifton;House_Baratheon_of_Dragonstone,Stannis_Baratheon;Gareth_Clifton;Ned_Woods
Humfrey Hardyng,Humfrey_Hardyng,,,,,,House_Hardyng,Daeron_II_Targaryen;Humfrey_Beesbury;Donnel_of_Duskendale;Donnel_Arryn;Medgar_Tully;Joseth_Mallister;Aerion_Targaryen;Baelor_Targaryen_(son_of_Daeron_II);Duncan_the_Tall
Humfrey Hewett,Humfrey_Hewett,,,,,Falia_Flowers,House_Hewett,Euron_Greyjoy;Falia_Flowers;Victarion_Greyjoy;Glendon_Hewett
Humfrey Hightower,Humfrey_Hightower,Leyton_Hightower,,,,,House_Hightower,Leyton_Hightower;Lynesse_Hightower;Gerold_Hightower;Rhea_Florent;Walys_Flowers;Baelor_Hightower;Rhonda_Rowan;Malora_Hightower;Garth_Hightower;Alerie_Hightower;Mace_Tyrell;Leyla_Hightower;Jon_Cupps;Willas_Tyrell;Garlan_Tyrell;Loras_Tyrell;Margaery_Tyrell;Denyse_Hightower;Desmond_Redwyne;Alysanne_Hightower;Arthur_Ambrose;Gunthor_Hightower;Jeyne_Fossoway;Jorah_Mormont;Denys_Redwyne;Alyn_Ambrose
Humfrey Lefford,Humfrey_Lefford,,,,,,House_Lefford,Jason_Lannister;Aegon_II_Targaryen;Aemond_Targaryen;Adrian_Tarbeck;Robb_Rivers;Leo_Lefford
Humfrey Stone,Humfrey_Stone,,,,,,Golden_Company,Aegon_Targaryen_(son_of_Rhaegar)
Humfrey Swyft,Humfrey_Swyft,,,,,,House_Swyft,Jaime_Lannister;Harys_Swyft;Kevan_Lannister;Dorna_Swyft;Steffon_Swyft;Shierle_Swyft;Melwyn_Sarsfield;Lancel_Lannister;Willem_Lannister;Martyn_Lannister;Janei_Lannister;Joanna_Swyft;Jocelyn_Swyft
Humfrey I Teague,Humfrey_I_Teague,,,,,Humfrey_II_Teague;Hollis_Teague;Tyler_Teague,,Humfrey_II_Teague;Hollis_Teague;Tyler_Teague;Roderick_Blackwood;Damon_Teague;Torrence_Teague;Theo_Teague
Humfrey II Teague,Humfrey_II_Teague,Humfrey_I_Teague,,,,,,Humfrey_I_Teague;Hollis_Teague;Tyler_Teague;Damon_Teague;Torrence_Teague;Theo_Teague
Humfrey the Mummer,Humfrey_the_Mummer,,,,,,Kingsguard,Aegon_I_Targaryen;Visenya_Targaryen;Corlys_Velaryon_(son_of_Daemon);Robin_Darklyn;Richard_Roote;Gregor_Goode;Griffith_Goode;Addison_Hill
Humfrey Wagstaff,Humfrey_Wagstaff,,,,,,House_Wagstaff;House_Grandison,Brienne_Tarth
Humfrey Waters,Humfrey_Waters,,,,,,City_Watch_of_King's_Landing,Cersei_Lannister;Osfryd_Kettleblack;Garth_the_Harelip;Tommen_Baratheon;Qarl_Corbray;Robert_Redwyne;Daemon_Targaryen;Luthor_Largent;Perkin_the_Flea;Lucas_Leygood;Adrian_Thorne;Manly_Stokeworth;Janos_Slynt;Jacelyn_Bywater;Addam_Marbrand
Humphrey Bulwer,Humphrey_Bulwer,,,,,,House_Bulwer,Daeron_II_Targaryen
Hunchbacked septon,Hunchbacked_septon,,,,,,Faith_of_the_Seven,Aerys_I_Targaryen;Duncan_the_Tall;Daemon_I_Blackfyre;Aegon_Blackfyre;Aemon_Blackfyre;Valarr_Targaryen;Kiera_of_Tyrosh;Matarys_Targaryen;Daeron_II_Targaryen;Daemon_II_Blackfyre;Aegon_V_Targaryen
Hunnimore,Hunnimore,,,,,,Citadel;House_Targaryen,Gerardys;Marston_Waters;Alfred_Broome;Baela_Targaryen;Tom_Tangletongue
Husband,Husband,,,Sharna,,Boy,Brotherhood_without_banners,Sharna;Boy;Jaime_Lannister;Cleos_Frey;Arya_Stark;Harwin
Huzhor Amai,Huzhor_Amai,,,,,,Kingdom_of_Sarnor,
Hyle Hunt,Hyle_Hunt,,,,,,House_Hunt;House_Tarly,Randyll_Tarly;Brienne_Tarth;Samwell_Tarly;Edmund_Ambrose;Ben_Bushy;Richard_Farrow;Hugh_Beesbury;Mark_Mullendore;Will_the_Stork;Jaime_Lannister;Sansa_Stark;Dick_Crabb;Podrick_Payne;Shagwell;Pyg;Timeon;Meribald;Elder_Brother_(Quiet_Isle);Rhaegar_Targaryen;Rorge;Biter;Willow_Heddle;Gendry;Lem;Selwyn_Tarth;Renly_Baratheon;Narbert
Iggo,Iggo,,,,,,Brave_Companions,Arya_Stark;Gendry;Hot_Pie;Nymeria_(direwolf)
Igon Vyrwel,Igon_Vyrwel,,,,,,House_Vyrwel;House_Tyrell,
Illifer,Illifer,,,,,,,Creighton_Longbough;Brienne_Tarth;Renly_Baratheon;Hibald
Illister,Illister,,,,,,Citadel,
Illyrio Mopatis,Illyrio_Mopatis,,,,,,House_Targaryen,Illyrio_Mopatis's_first_wife;Serra;Varys;Pytho_Malanon;Robert_I_Baratheon;Daenerys_Targaryen;Girl_bought_to_please_the_king;Jon_Connington;Aerys_II_Targaryen;Viserys_Targaryen;Doreah;Drogo;Irri;Jhiqui;Arya_Stark;Eddard_Stark;Rhaego;Jorah_Mormont;Belwas;Barristan_Selmy;Groleo;Xaro_Xhoan_Daxos;Salladhor_Saan;Tyrion_Lannister;Joffrey_Baratheon;Haldon;Rolly_Duckfield;Nyessos_Vhassar;Myles_Toyne;Aegon_Targaryen_(son_of_Rhaegar);Tristan_Rivers;Davos_Seaworth;Lemore
Illyrio Mopatis's first wife,Illyrio_Mopatis's_first_wife,,,Illyrio_Mopatis,,,,Illyrio_Mopatis;Varys;Serra
Ilyn Payne,Ilyn_Payne,,,,,,House_Payne;House_Lannister;House_Baratheon_of_King's_Landing,Robert_I_Baratheon;Podrick_Payne;Rennifer_Longwaters;Jaime_Lannister;Tywin_Lannister;Aerys_II_Targaryen;Eddard_Stark;Sansa_Stark;Joffrey_Baratheon;Nymeria_(direwolf);Cersei_Lannister;Gregor_Clegane;Beric_Dondarrion;Varys;Janos_Slynt;Yoren;Arya_Stark;Tyrion_Lannister;Robb_Stark;Osfryd_Kettleblack;Stannis_Baratheon;Mace_Tyrell;Tobho_Mott;Margaery_Tyrell;Oberyn_Martell;Pycelle;Elia_Martell;Zollo;Vargo_Hoat;Addam_Marbrand;Petyr_Baelish;Qyburn;Pia;Raymun_Darry;Edwyn_Frey;Clement_Piper;Edmure_Tully;Ryman_Frey;Emmon_Frey;Brynden_Tully;Forley_Prester;Brienne_Tarth;Barristan_Selmy;Renly_Baratheon;Loras_Tyrell;Jeyne_Poole;Cedric_Payne;Vylarr;Victor_Risley;Tommen_Baratheon
Imry Florent,Imry_Florent,Ryam_Florent,,,,,House_Florent,Ryam_Florent;Selyse_Florent;Erren_Florent;Stannis_Baratheon;Renly_Baratheon;Cersei_Lannister;Hallyne;Joffrey_Baratheon;Davos_Seaworth;Salladhor_Saan;Alester_Florent;Tyrion_Lannister;Melisandre;Melara_Crane;Axell_Florent;Alekyne_Florent;Randyll_Tarly;Melessa_Florent;Rhea_Florent;Leyton_Hightower;Samwell_Tarly;Talla_Tarly;Dickon_Tarly;Shireen_Baratheon;Colin_Florent;Rylene_Florent;Rycherd_Crane;Hosman_Norcross;Delena_Florent;Robert_I_Baratheon;Omer_Florent;Merrell_Florent;Alester_Norcross;Renly_Norcross;Edric_Storm
Ironbelly,Ironbelly,,,,,,,Tyrion_Lannister
Irri,Irri,,,,Daenerys_Targaryen,,Drogo;House_Targaryen,Drogo;Daenerys_Targaryen;Jhiqui;Doreah;Viserys_Targaryen;Rakharo;Stalwart_Shield
