ID,name,community,primary_house,community_dominant_house,agrees_with_community
Kasporio,Kasporio,7,Second_Sons,House_Targaryen,False
Kedge_Whiteye,Kedge Whiteye,5,Night's_Watch,Night's_Watch,True
Kedry,Kedry,7,Citadel,House_Targaryen,False
Kegs,Kegs,5,Night's_Watch,Night's_Watch,True
Kella,Kella,0,House_Baelish,House_Martell,False
Kem,Kem,7,House_Baratheon_of_Dragonstone,House_Targaryen,False
Kemmett_Pyke,Kemmett Pyke,8,,House_Greyjoy,False
Kenned_the_Whale,Kenned the Whale,5,,Night's_Watch,False
Lord_Kenning,Lord Kenning,8,House_Kenning_of_Harlaw,House_Greyjoy,False
Kennos_of_Kayce,Kennos of Kayce,13,House_Kenning_of_Kayce,House_Frey,False
Kermit_Tully,Kermit Tully,2,House_Tully,House_Stark,False
Kerwin,Kerwin,8,Citadel,House_Greyjoy,False
Ketter,Ketter,5,Night's_Watch,Night's_Watch,True
Kevan_Lannister,Kevan Lannister,0,House_Lannister,House_Martell,False
Kezmya_Pahl,Kezmya Pahl,7,House_of_Pahl,House_Targaryen,False
Khorane_Sathmantes,Khorane Sathmantes,12,,House_Baratheon_of_Dragonstone,False
Khrazz,Khrazz,7,House_of_Loraq,House_Targaryen,False
Kiera_of_Tyrosh,Kiera of Tyrosh,14,House_Targaryen,House_Targaryen,True
Kindly_Man,Kindly Man,13,Faceless_Men,House_Frey,False
King_Cutthroat,King Cutthroat,7,,House_Targaryen,False
Kirby_Pimm,Kirby Pimm,14,,House_Targaryen,False
Knight_of_Ninestars_(First_Blackfyre_Rebellion),Knight of Ninestars,14,House_Templeton,House_Targaryen,False
Knight_of_the_Red_Chicken,Knight of the Red Chicken,0,House_Baratheon_of_Dragonstone,House_Martell,False
Kojja_Mo,Kojja Mo,5,,Night's_Watch,False
Koss,Koss,13,,House_Frey,False
Kraznys_mo_Nakloz,Kraznys mo Nakloz,7,House_of_Nakloz,House_Targaryen,False
Kromm,Kromm,5,House_Greyjoy,Night's_Watch,False
Kurleket,Kurleket,0,House_Bracken,House_Martell,False
Kurz,Kurz,13,,House_Frey,False
Kyle,Kyle,14,House_Caswell,House_Targaryen,False
Kyle_(brotherhood),Kyle,13,Brotherhood_without_banners,House_Frey,False
Kyle_Condon,Kyle Condon,13,House_Condon,House_Frey,False
Kyle_Royce,Kyle Royce,5,House_Royce,Night's_Watch,False
Kyleg,Kyleg of the Wooden Ear,5,Mance_Rayder,Night's_Watch,False
Kym,Kym,13,Citadel,House_Frey,False
Kyra,Kyra,5,House_Stark,Night's_Watch,False
Kyra_Frey,Kyra Frey,13,House_Frey,House_Frey,True
Kyrie,Kyrie,3,Citadel,House_Targaryen,False
Lady_Farts-a-Lot,Lady Farts-a-Lot,3,,House_Targaryen,False
Lady_of_the_Leaves,Lady of the Leaves,13,,House_Frey,False
Lady_Stork,Lady Stork,13,Gate_(playhouse),House_Frey,False
Laena_Penrose,Laena Penrose,14,House_Penrose,House_Targaryen,False
Laena_Velaryon,Laena Velaryon,2,House_Velaryon,House_Stark,False
Laena_Velaryon_(daughter_of_Alyn),Laena Velaryon,2,House_Velaryon,House_Stark,False
Laenor_Velaryon,Laenor Velaryon,2,House_Velaryon,House_Stark,False
Lambert_Turnberry,Lambert Turnberry,0,House_Turnberry,House_Martell,False
Lambert_Whitewater,Lambert Whitewater,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Lamprey_(gaoler),Lamprey,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Lancel_Lannister,Lancel Lannister,0,House_Lannister,House_Martell,False
Lancel_IV_Lannister,Lancel IV Lannister,14,,House_Targaryen,False
Lancel_V_Lannister,Lancel V Lannister,14,,House_Targaryen,False
Lann_the_Clever,Lann the Clever,4,House_Lannister,Citadel,False
Lanna_(Happy_Port),Lanna,13,Happy_Port,House_Frey,False
Lanna_(Peach),Lanna,13,Peach,House_Frey,False
Larence_Snow,Larence Snow,5,House_Hornwood,Night's_Watch,False
Larissa_Velaryon,Larissa Velaryon,3,House_Velaryon,House_Targaryen,False
Lark,Lark,5,Night's_Watch,Night's_Watch,True
Larra_Blackmont,Larra Blackmont,0,House_Blackmont,House_Martell,False
Larra_Rogare,Larra Rogare,2,House_Rogare,House_Stark,False
Larraq,Larraq,7,,House_Targaryen,False
Larys_Strong,Larys Strong,2,House_Strong,House_Stark,False
Last_hero,Last hero,5,,Night's_Watch,False
Laswell_Peake,Laswell Peake,7,House_Peake,House_Targaryen,False
Layna,Layna,13,,House_Frey,False
Leaf,Leaf,5,Three-eyed_crow,Night's_Watch,False
Leana_Frey,Leana Frey,13,House_Frey,House_Frey,True
Leathers,Leathers,5,Mance_Rayder,Night's_Watch,False
Lem,Lem,13,Brotherhood_without_banners,House_Frey,False
Lem_(Standfast),Lem,14,House_Osgrey,House_Targaryen,False
Lemore,Lemore,7,Faith_of_the_Seven,House_Targaryen,False
Lenn,Lenn,5,Mance_Rayder,Night's_Watch,False
Lennocks,Lennocks,13,,House_Frey,False
Lenwood_Tawney,Lenwood Tawney,8,House_Tawney,House_Greyjoy,False
Lenyl,Lenyl,5,Mance_Rayder,Night's_Watch,False
Leo_Costayne,Leo Costayne,2,House_Costayne,House_Stark,False
Leo_Lefford,Leo Lefford,0,House_Lefford,House_Martell,False
Leo_Tyrell_(son_of_Moryn),Leo Tyrell,11,House_Tyrell,Citadel,False
Leo_Tyrell_(Longthorn),Leo Tyrell,14,House_Tyrell,House_Targaryen,False
Leobald_Tallhart,Leobald Tallhart,5,House_Tallhart,Night's_Watch,False
Leona_Woolfield,Leona Woolfield,13,House_Woolfield,House_Frey,False
Leonella_Lefford,Leonella Lefford,13,House_Lefford,House_Frey,False
Leonette_Fossoway,Leonette Fossoway,0,House_Fossoway,House_Martell,False
Leowyn_Corbray,Leowyn Corbray,2,House_Corbray,House_Stark,False
Leslyn,Leslyn,5,,Night's_Watch,False
Leslyn_Haigh,Leslyn Haigh,13,House_Haigh,House_Frey,False
Lester,Lester,0,House_Lannister,House_Martell,False
Lester_Morrigen,Lester Morrigen,12,House_Morrigen,House_Baratheon_of_Dragonstone,False
Lew_(guard),Lew,0,House_Stark,House_Martell,False
Left_Hand_Lew,Left Hand Lew,5,Night's_Watch,Night's_Watch,True
Long_Lew,Long Lew,13,House_Tully,House_Frey,False
Lewis_Lanster,Lewis Lanster,7,Windblown,House_Targaryen,False
Lewyn_Martell,Lewyn Martell,7,House_Martell,House_Targaryen,False
Lewys_the_Fishwife,Lewys the Fishwife,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Lewys_Lydden,Lewys Lydden,13,House_Lydden,House_Frey,False
Lewys_Piper,Lewys Piper,13,House_Piper,House_Frey,False
Leygood_(father_of_Lucas),Leygood (father of Lucas),2,House_Leygood,House_Stark,False
Leyton_Hightower,Leyton Hightower,0,House_Hightower,House_Martell,False
Lharys,Lharys,0,House_Bracken,House_Martell,False
Liane_Vance,Liane Vance,13,House_Vance_of_Wayfarer's_Rest,House_Frey,False
Lianna_Velaryon,Lianna Velaryon,3,House_Velaryon,House_Targaryen,False
The_Liddle,The Liddle,5,House_Liddle,Night's_Watch,False
Lily,Lily,2,Faith_of_the_Seven,House_Stark,False
Lister,Lister,13,,House_Frey,False
Lodos,Lodos,3,,House_Targaryen,False
Lodos_the_Twice-Drowned,Lodos the Twice-Drowned,3,,House_Targaryen,False
Lollys_Stokeworth,Lollys Stokeworth,0,House_Stokeworth,House_Martell,False
Lomas_Estermont,Lomas Estermont,12,House_Estermont,House_Baratheon_of_Dragonstone,False
Lomas_Longstrider,Lomas Longstrider,7,,House_Targaryen,False
Lommy_Greenhands,Lommy Greenhands,13,,House_Frey,False
Longwater_Pyke,Longwater Pyke,8,House_Greyjoy,House_Greyjoy,True
Longwaters,Longwaters,14,House_Longwaters,House_Targaryen,False
Lonnel_Snow,Lonnel Snow,14,House_Stark,House_Targaryen,False
Loras_Tyrell,Loras Tyrell,0,House_Tyrell,House_Martell,False
Lorcas,Lorcas,11,Citadel,Citadel,True
Lorcas_the_Learned,Lorcas the Learned,3,Poor_Fellows,House_Targaryen,False
Lord_of_Bones,Lord of Bones,5,Mance_Rayder,Night's_Watch,False
Lord_Pigface,Lord Pigface,3,,House_Targaryen,False
Lordling,Lordling,13,Faceless_Men,House_Frey,False
Loren_I_Lannister,Loren I Lannister,3,,House_Targaryen,False
Lorence_Roxton,Lorence Roxton,3,House_Roxton,House_Targaryen,False
Lorent_Caswell,Lorent Caswell,7,House_Caswell,House_Targaryen,False
Lorent_Grandison,Lorent Grandison,2,House_Grandison,House_Stark,False
Lorent_Marbrand,Lorent Marbrand,2,House_Marbrand,House_Stark,False
Lorent_Tyrell_(steward),Lorent Tyrell,4,House_Tyrell,Citadel,False
Loreon_Lannister,Loreon Lannister,2,,House_Stark,False
Loreth_Lansdale,Loreth Lansdale,2,Queensguard,House_Stark,False
Loreza_Sand,Loreza Sand,0,House_Martell,House_Martell,True
Lorimas_Mudd,Lorimas Mudd,7,Golden_Company,House_Targaryen,False
Lorimer_the_Belly,Lorimer the Belly,0,House_Lefford,House_Martell,False
Loron_Greyjoy_(lord),Loron Greyjoy,8,House_Greyjoy,House_Greyjoy,True
Black_Lorren,Black Lorren,5,House_Greyjoy,Night's_Watch,False
Lorren_Longaxe,Lorren Longaxe,8,,House_Greyjoy,False
Lothar,Lothar,14,Citadel,House_Targaryen,False
Lothar_Bracken,Lothar Bracken,9,House_Bracken,House_Blackwood,False
Lothar_Frey,Lothar Frey,13,House_Frey,House_Frey,True
Lothar_Mallery,Lothar Mallery,13,House_Mallery,House_Frey,False
Lotho_Lornel,Lotho Lornel,13,,House_Frey,False
Lotho_Rogare,Lotho Rogare,2,House_Rogare,House_Stark,False
Lothor_Brune,Lothor Brune,5,House_Brune_of_Brownhollow,Night's_Watch,False
Lothor_Burley,Lothor Burley,3,House_Burley,House_Targaryen,False
Loyal_Spear,Loyal Spear,7,Unsullied,House_Targaryen,False
Lucamore_Strong,Lucamore Strong,3,House_Strong,House_Targaryen,False
Lucan,Lucan,13,House_Whent,House_Frey,False
Lucan_(Grand_Maester),Lucan (Grand Maester),3,Citadel,House_Targaryen,False
Lucantine_Woodwright,Lucantine Woodwright,0,House_Woodwright,House_Martell,False
Lucas_Blackwood,Lucas Blackwood,13,House_Blackwood,House_Frey,False
Lucas_Codd,Lucas Codd,8,House_Codd,House_Greyjoy,False
Lucas_Harroway,Lucas Harroway,3,House_Harroway,House_Targaryen,False
Lucas_Inchfield,Lucas Inchfield,14,House_Inchfield,House_Targaryen,False
Lucas_Leygood,Lucas Leygood,2,House_Leygood,House_Stark,False
Lucas_Lothston_(husband_of_Falena),Lucas Lothston,2,House_Lothston,House_Stark,False
Lucas_Lothston_(father_of_Manfryd),Lucas Lothston,2,House_Lothston,House_Stark,False
Lucas_Nayland,Lucas Nayland,14,House_Nayland,House_Targaryen,False
Luceon_Frey,Luceon Frey,0,House_Frey,House_Martell,False
Luceon_of_Tarth,Luceon of Tarth,2,,House_Stark,False
Luceon_Templeton,Luceon Templeton,1,House_Templeton,House_Tully,False
Lucerys_Velaryon,Lucerys Velaryon,2,House_Velaryon,House_Stark,False
Lucerys_Velaryon_(master_of_ships),Lucerys Velaryon,7,House_Velaryon,House_Targaryen,False
Lucias_Vypren,Lucias Vypren,13,House_Vypren,House_Frey,False
Lucifer_Dryland,Lucifer Dryland,10,,Rhoynar,False
Lucifer_Justman,Lucifer Justman,9,,House_Blackwood,False
Lucifer_Long,Lucifer Long,7,Windblown,House_Targaryen,False
Lucifer_Massey,Lucifer Massey,3,House_Massey,House_Targaryen,False
Lucinda_Broome,Lucinda Broome,3,House_Broome,House_Targaryen,False
Lucinda_Penrose,Lucinda Penrose,2,House_Penrose,House_Stark,False
Lucos,Lucos,0,Faith_of_the_Seven,House_Martell,False
Lucos_Chyttering,Lucos Chyttering,12,House_Chyttering,House_Baratheon_of_Dragonstone,False
Luke_of_Longtown,Luke of Longtown,5,Night's_Watch,Night's_Watch,True
Lum,Lum,0,House_Lannister,House_Martell,False
Luthor_Largent,Luthor Largent,2,House_Largent,House_Stark,False
Luthor_Tyrell,Luthor Tyrell,0,House_Tyrell,House_Martell,False
Luton,Luton,5,House_Bolton,Night's_Watch,False
Luwin,Luwin,5,Citadel,Night's_Watch,False
Lyanna_Mormont,Lyanna Mormont,13,House_Mormont,House_Frey,False
Lyanna_Stark,Lyanna Stark,5,House_Stark,Night's_Watch,False
Lyanna_Stark_(daughter_of_Cregan),Lyanna Stark,2,House_Stark,House_Stark,True
Lyanne_Glover,Lyanne Glover,12,House_Glover,House_Baratheon_of_Dragonstone,False
Lyarra_Stark,Lyarra Stark,5,House_Stark,Night's_Watch,False
Lyessa_Flint,Lyessa Flint,13,House_Flint_of_Widow's_Watch,House_Frey,False
Lyle_Bracken,Lyle Bracken,3,House_Bracken,House_Targaryen,False
Lyle_Crakehall,Lyle Crakehall,13,House_Crakehall,House_Frey,False
Lyman_Beesbury,Lyman Beesbury,2,House_Beesbury,House_Stark,False
Lyman_(Archmaester),Lyman,2,Citadel,House_Stark,False
Lyman_Darry,Lyman Darry,13,House_Darry,House_Frey,False
Lyman_Lannister,Lyman Lannister,3,House_Lannister,House_Targaryen,False
Lymond_Fisher,Lymond Fisher,9,,House_Blackwood,False
Lymond_Goodbrook,Lymond Goodbrook,13,House_Goodbrook,House_Frey,False
Lymond_Lychester,Lymond Lychester,13,House_Lychester,House_Frey,False
Lymond_Lynderly,Lymond Lynderly,5,House_Lynderly,Night's_Watch,False
Lymond_Mallister,Lymond Mallister,2,House_Mallister,House_Stark,False
Lymond_Pease,Lymond Pease,7,Golden_Company,House_Targaryen,False
Lymond_Vikary,Lymond Vikary,13,House_Vikary,House_Frey,False
Lyn_Corbray,Lyn Corbray,5,House_Corbray,Night's_Watch,False
Lynara_Stark,Lynara Stark,2,House_Stark,House_Stark,True
Lynesse_Hightower,Lynesse Hightower,7,House_Hightower,House_Targaryen,False
Lynora_Hill,Lynora Hill,14,House_Lannister,House_Targaryen,False
Lyonce,Lyonce,3,Citadel,House_Targaryen,False
Lyonel_(knight),Lyonel,13,House_Lannister,House_Frey,False
Lyonel_Baratheon,Lyonel Baratheon,14,House_Baratheon,House_Targaryen,False
Lyonel_Bentley,Lyonel Bentley,2,Queensguard,House_Stark,False
Lyonel_Corbray,Lyonel Corbray,0,House_Corbray,House_Martell,False
Lyonel_Deddings,Lyonel Deddings,2,House_Deddings,House_Stark,False
Lyonel_Frey,Lyonel Frey,13,House_Frey_of_Riverrun,House_Frey,False
Lyonel_Hightower,Lyonel Hightower,2,House_Hightower,House_Stark,False
Lyonel_Lorch,Lyonel Lorch,3,House_Lorch,House_Targaryen,False
Lyonel_Selmy,Lyonel Selmy,7,House_Selmy,House_Targaryen,False
Lyonel_Strong,Lyonel Strong,2,House_Strong,House_Stark,False
Lyonel_Tyrell_(lord),Lyonel Tyrell,2,House_Tyrell,House_Stark,False
Lyra,Lyra,3,Faith_of_the_Seven,House_Targaryen,False
Lyra_Hayford,Lyra Hayford,2,House_Hayford,House_Stark,False
Lyra_Mormont,Lyra Mormont,13,House_Mormont,House_Frey,False
Lysa_Arryn,Lysa Arryn,5,House_Tully,Night's_Watch,False
Lysa_Farman,Lysa Farman,2,House_Farman,House_Stark,False
Lysandro_Rogare,Lysandro Rogare,2,House_Rogare,House_Stark,False
Lysara_Rogare,Lysara Rogare,2,House_Rogare,House_Stark,False
Lysaro_Rogare,Lysaro Rogare,2,House_Rogare,House_Stark,False
Lysono_Maar,Lysono Maar,7,Golden_Company,House_Targaryen,False
Lythene_Frey,Lythene Frey,13,House_Frey,House_Frey,True
Mace_Tyrell,Mace Tyrell,0,House_Tyrell,House_Martell,False
Mad_Huntsman,Mad Huntsman,13,Brotherhood_without_banners,House_Frey,False
Maddy,Maddy,5,House_Arryn,Night's_Watch,False
Maege_Mormont,Maege Mormont,13,House_Mormont,House_Frey,False
Maegelle_Targaryen,Maegelle Targaryen,3,House_Targaryen,House_Targaryen,True
Maegon_Targaryen,Maegon Targaryen,6,House_Targaryen,House_Targaryen,True
Maegor_I_Targaryen,Maegor I Targaryen,3,House_Targaryen,House_Targaryen,True
Maegor_Targaryen_(son_of_Aerion),Maegor Targaryen,14,House_Targaryen,House_Targaryen,True
Maegor_Towers,Maegor Towers,3,House_Towers_of_Harrenhal,House_Targaryen,False
Maekar_I_Targaryen,Maekar I Targaryen,14,House_Targaryen,House_Targaryen,True
Maelor_Targaryen,Maelor Targaryen,2,House_Targaryen,House_Stark,False
Maelys_Blackfyre,Maelys Blackfyre,7,House_Blackfyre,House_Targaryen,False
Maerie_(goodwife),Maerie,13,,House_Frey,False
Maerie_the_Whore,Maerie the Whore,13,,House_Frey,False
Maezon_zo_Rhaezn,Maezon zo Rhaezn,7,House_of_Rhaezn,House_Targaryen,False
Mag_Mar_Tun_Doh_Weg,Mag Mar Tun Doh Weg,5,,Night's_Watch,False
Maggy_the_Frog,Maggy the Frog,0,House_Spicer,House_Martell,False
Mago,Mago,7,Drogo's_khalasar,House_Targaryen,False
Maia_Stokeworth,Maia Stokeworth,14,House_Stokeworth,House_Targaryen,False
Maisie,Maisie,5,House_Bolton,Night's_Watch,False
Maladon_Moore,Maladon Moore,3,House_Moore,House_Targaryen,False
Malaquo_Maegyr,Malaquo Maegyr,7,Tigers_(Volantis),House_Targaryen,False
Malazza,Malazza,7,Wise_Masters,House_Targaryen,False
Malegorn_of_Redpool,Malegorn of Redpool,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Malentine_Velaryon,Malentine Velaryon,2,House_Velaryon,House_Stark,False
Mallador_Locke,Mallador Locke,5,House_Locke,Night's_Watch,False
Malleon,Malleon,5,Citadel,Night's_Watch,False
Malliard,Malliard,0,Alchemists'_Guild,House_Martell,False
Mallor,Mallor,14,,House_Targaryen,False
Mallor_the_Dornishman,Mallor the Dornishman,13,House_Lannister,House_Frey,False
Malo_Jayn,Malo Jayn,7,Golden_Company,House_Targaryen,False
Malora_Hightower,Malora Hightower,0,House_Hightower,House_Martell,False
Mancaster,Mancaster,2,Citadel,House_Stark,False
Mance_Rayder,Mance Rayder,5,Free_Folk,Night's_Watch,False
Mandon_Moore,Mandon Moore,0,House_Moore,House_Martell,False
Manfred_Dondarrion,Manfred Dondarrion,14,House_Dondarrion,House_Targaryen,False
Manfred_Hightower_(Aegon's_Conquest),Manfred Hightower,3,House_Hightower,House_Targaryen,False
Manfred_Hightower_(son_of_Addam),Manfred Hightower,3,House_Hightower,House_Targaryen,False
Manfred_Lothston,Manfred Lothston,14,House_Lothston,House_Targaryen,False
Manfred_Swann,Manfred Swann,7,House_Swann,House_Targaryen,False
Manfrey_Martell,Manfrey Martell,0,House_Martell,House_Martell,True
Manfryd_Lothston,Manfryd Lothston,2,House_Lothston,House_Stark,False
Manfryd_Mooton,Manfryd Mooton,2,House_Mooton,House_Stark,False
Manfryd_Redwyne,Manfryd Redwyne,3,House_Redwyne,House_Targaryen,False
Manfryd_Yew,Manfryd Yew,13,House_Yew,House_Frey,False
Manly_Stokeworth,Manly Stokeworth,5,House_Stokeworth,Night's_Watch,False
Mara_Manderly,Mara Manderly,3,House_Manderly,House_Targaryen,False
Mara_Martell,Mara Martell,3,House_Martell,House_Targaryen,False
Marei,Marei,0,Chataya's_brothel,House_Martell,False
Margaery_Tyrell,Margaery Tyrell,0,House_Tyrell,House_Martell,False
Marghaz_zo_Loraq,Marghaz zo Loraq,7,House_of_Loraq,House_Targaryen,False
Marianne_Vance,Marianne Vance,13,House_Vance,House_Frey,False
Maric_Seaworth,Maric Seaworth,12,House_Seaworth,House_Baratheon_of_Dragonstone,False
Marilda_of_Hull,Marilda of Hull,2,House_Velaryon,House_Stark,False
Marillion,Marillion,5,House_Arryn,Night's_Watch,False
Maris_(Mother),Maris,3,Faith_of_the_Seven,House_Targaryen,False
Maris_the_Maid,Maris the Maid,4,,Citadel,False
Maris_Baratheon,Maris Baratheon,2,House_Baratheon,House_Stark,False
Black_Maris,Black Maris,5,,Night's_Watch,False
Marissa_Frey,Marissa Frey,13,House_Frey,House_Frey,True
Mariya_Darry,Mariya Darry,13,House_Darry,House_Frey,False
Mark_Mullendore,Mark Mullendore,0,House_Mullendore,House_Martell,False
Mark_Ryswell,Mark Ryswell,5,House_Ryswell,Night's_Watch,False
Marla_Prester,Marla Prester,14,House_Prester,House_Targaryen,False
Marla_Sunderland,Marla Sunderland,3,House_Sunderland,House_Targaryen,False
Marlon_Manderly,Marlon Manderly,12,House_Manderly,House_Baratheon_of_Dragonstone,False
Marna_Locke,Marna Locke,12,House_Locke,House_Baratheon_of_Dragonstone,False
Maron_Botley,Maron Botley,5,House_Botley,Night's_Watch,False
Maron_Greyjoy,Maron Greyjoy,5,House_Greyjoy,Night's_Watch,False
Maron_Martell,Maron Martell,14,House_Martell,House_Targaryen,False
Maron_Martell's_son,Maron Martell's son,0,House_Martell,House_Martell,True
Maron_Volmark,Maron Volmark,8,House_Volmark,House_Greyjoy,False
Marq_Farman,Marq Farman,3,House_Farman,House_Targaryen,False
Marq_Grafton,Marq Grafton,5,House_Grafton,Night's_Watch,False
Marq_Piper,Marq Piper,13,House_Piper,House_Frey,False
Marq_Merryweather,Marq Merryweather,2,House_Merryweather,House_Stark,False
Marra_Rogare,Marra Rogare,2,House_Rogare,House_Stark,False
Marrigo,Marrigo,7,,House_Targaryen,False
Marro,Marro,13,Gate_(playhouse),House_Frey,False
Marselen,Marselen,7,Unsullied,House_Targaryen,False
Marston_Waters,Marston Waters,2,Kingsguard,House_Stark,False
Prince_of_Dorne_(father_of_Maron),Prince of Dorne (father of Maron),14,House_Martell,House_Targaryen,False
Princess_of_Dorne_(mother_of_Doran),Princess of Dorne (mother of Doran),0,House_Martell,House_Martell,True
Martyn_Cassel,Martyn Cassel,5,House_Cassel,Night's_Watch,False
Martyn_Hightower,Martyn Hightower,3,House_Hightower,House_Targaryen,False
Martyn_Hightower_(son_of_Ormund),Martyn Hightower,2,House_Hightower,House_Stark,False
Martyn_Lannister,Martyn Lannister,13,House_Lannister,House_Frey,False
Martyn_Rivers,Martyn Rivers,13,House_Frey,House_Frey,True
Martyn_Tyrell,Martyn Tyrell,3,House_Tyrell,House_Targaryen,False
Marwyn,Marwyn,11,Citadel,Citadel,True
Marwyn_Belmore,Marwyn Belmore,5,House_Belmore,Night's_Watch,False
Mary_Mertyns,Mary Mertyns,7,House_Mertyns,House_Targaryen,False
Marya_Seaworth,Marya Seaworth,12,House_Seaworth,House_Baratheon_of_Dragonstone,False
Maryam,Maryam,3,Faith_of_the_Seven,House_Targaryen,False
Masha_Heddle,Masha Heddle,0,Heddle_family,House_Martell,False
Maslyn,Maslyn,5,Night's_Watch,Night's_Watch,True
Master_of_the_White_Hart,Master of the White Hart,0,House_Baratheon_of_King's_Landing,House_Martell,False
Matarys_Targaryen,Matarys Targaryen,14,House_Targaryen,House_Targaryen,True
Mathis,Mathis,2,Citadel,House_Stark,False
Mathis_Rowan,Mathis Rowan,0,House_Rowan,House_Martell,False
Mathis_Rowan's_daughter,Mathis Rowan's daughter,0,House_Rowan,House_Martell,False
Mathos_Mallarawan,Mathos Mallarawan,7,Pureborn,House_Targaryen,False
Matrice,Matrice,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Little_Matt,Little Matt,13,,House_Frey,False
Matthar,Matthar,5,Night's_Watch,Night's_Watch,True
Mattheus,Mattheus,3,Faith_of_the_Seven,House_Targaryen,False
Matthos_Seaworth,Matthos Seaworth,12,House_Seaworth,House_Baratheon_of_Dragonstone,False
Matthos_Tyrell,Matthos Tyrell,3,House_Tyrell,House_Targaryen,False
Mawney,Mawney,5,Night's_Watch,Night's_Watch,True
Maynard,Maynard,13,,House_Frey,False
Maynard_Holt,Maynard Holt,5,House_Holt_(North),Night's_Watch,False
Maynard_Plumm,Maynard Plumm,14,House_Plumm,House_Targaryen,False
Mazdhan_zo_Loraq,Mazdhan zo Loraq,7,House_of_Loraq,House_Targaryen,False
Mebble,Mebble,13,,House_Frey,False
Medgar_Tully,Medgar Tully,14,House_Tully,House_Targaryen,False
Medger_Cerwyn,Medger Cerwyn,13,House_Cerwyn,House_Frey,False
Medrick,Medrick,13,Citadel,House_Frey,False
Medrick_Manderly,Medrick Manderly,2,House_Manderly,House_Stark,False
Meera_Reed,Meera Reed,5,House_Reed,Night's_Watch,False
Megette,Megette,14,,House_Targaryen,False
Megga_Tyrell,Megga Tyrell,0,House_Tyrell,House_Martell,False
Meha,Meha,5,,Night's_Watch,False
Meizo_Mahr,Meizo Mahr,12,Salladhor_Saan,House_Baratheon_of_Dragonstone,False
Mela,Mela,0,House_Arryn,House_Martell,False
Melantha_Blackwood,Melantha Blackwood,12,House_Blackwood,House_Baratheon_of_Dragonstone,False
Melaquin,Melaquin,14,Citadel,House_Targaryen,False
Melara_Crane,Melara Crane,12,House_Crane,House_Baratheon_of_Dragonstone,False
Melara_Hetherspoon,Melara Hetherspoon,0,House_Hetherspoon,House_Martell,False
Meldred_Merlyn,Meldred Merlyn,8,House_Merlyn,House_Greyjoy,False
Melessa_Florent,Melessa Florent,5,House_Florent,Night's_Watch,False
Meliana,Meliana,5,,Night's_Watch,False
Melicent,Melicent,0,,House_Martell,False
Melisandre,Melisandre,12,R'hllor,House_Baratheon_of_Dragonstone,False
Melissa_Blackwood,Melissa Blackwood,14,House_Blackwood,House_Targaryen,False
Mellario,Mellario,0,House_Martell,House_Martell,True
Mellei,Mellei,0,House_Martell,House_Martell,True
Mellos,Mellos,2,Citadel,House_Stark,False
Melly,Melly,13,Brotherhood_without_banners,House_Frey,False
Melony_Piper,Melony Piper,3,House_Piper,House_Targaryen,False
Meralyn,Meralyn,13,Happy_Port,House_Frey,False
Meredyth_Crane,Meredyth Crane,0,House_Crane,House_Martell,False
Meredyth_Darklyn,Meredyth Darklyn,2,House_Darklyn,House_Stark,False
Meria_Martell,Meria Martell,3,,House_Targaryen,False
Merianne_Frey,Merianne Frey,13,House_Frey,House_Frey,True
Meribald,Meribald,0,Faith_of_the_Seven,House_Martell,False
Merion,Merion,14,Citadel,House_Targaryen,False
Meris,Meris,7,Windblown,House_Targaryen,False
Merling_Queen,Merling Queen,13,,House_Frey,False
Merlon_Crakehall,Merlon Crakehall,0,House_Crakehall,House_Martell,False
Mern_VI_Gardener,Mern VI Gardener,4,,Citadel,False
Mern_IX_Gardener,Mern IX Gardener,3,,House_Targaryen,False
Mero,Mero,7,Second_Sons,House_Targaryen,False
Merrel,Merrel,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Merrell_the_Bold,Merrell the Bold,2,Blacks,House_Stark,False
Merrell_Bullock,Merrell Bullock,3,House_Bullock,House_Targaryen,False
Merrett_Frey,Merrett Frey,13,House_Frey,House_Frey,True
Merrit,Merrit,13,Brotherhood_without_banners,House_Frey,False
Lady_Merryweather,Lady Merryweather,2,House_Merryweather,House_Stark,False
Lord_Merryweather,Lord Merryweather,2,House_Merryweather,House_Stark,False
Mervyn_Flowers,Mervyn Flowers,2,House_Peake,House_Stark,False
Meryn_Trant,Meryn Trant,0,House_Trant,House_Martell,False
Methyso,Methyso,7,,House_Targaryen,False
Mezzara_Merreq,Mezzara Merreq,7,House_of_Merreq,House_Targaryen,False
Michael_Manwoody,Michael Manwoody,14,House_Manwoody,House_Targaryen,False
Mikken,Mikken,5,House_Stark,Night's_Watch,False
Miklaz,Miklaz,7,,House_Targaryen,False
Miller's_sons,Miller's sons,5,,Night's_Watch,False
Miller's_wife,Miller's wife,5,House_Bolton,Night's_Watch,False
Miller's_wife_from_Acorn_Water,Miller's wife from Acorn Water,5,House_Stark,Night's_Watch,False
