ID,year,source,era
Gerrick_Kingsblood's_son,322.0,born+30,Unknown
Gerrick_Kingsblood's_eldest_daughter,,unknown,Unknown
Gerrick_Kingsblood's_second_daughter,,unknown,Unknown
Gerrick_Kingsblood's_youngest_daughter,,unknown,Unknown
Gerris_Drinkwater,305.0,born+30,ASOIAF main
Black_Gerrold,,unknown,Unknown
Gerrold_Redback,,unknown,Unknown
Gessio_Haratis,,unknown,Unknown
Gevin_Harlaw,299.0,died,ASOIAF main
Ghael,,unknown,Unknown
Gharak_Squint-Eye,,unknown,Unknown
Ghazdor_zo_Ahlaq,,unknown,Unknown
Ghost_of_High_Heart,,unknown,Unknown
Giant_of_the_Trident,31.0,died,Targaryen Conquest
Gilbert_Farring,,unknown,Unknown
Gilbert_of_the_Vines,,unknown,Unknown
Gillam,,unknown,Unknown
Gilliane_Glover,109.0,died,Fire & Blood
Gilly,312.0,born+30,Unknown
Gilly's_mother,,unknown,Unknown
Gilwood_Hunter,284.0,born+30,Robert's Reign
Girl_bought_to_please_the_king,,unknown,Unknown
Gladden_Wylde,298.0,died,ASOIAF main
Glaive,,unknown,Unknown
Glendon_Flowers,227.0,born+30,Mid-Targaryen
Glendon_Goode,130.0,died,Fire & Blood
Glendon_Hewett,,unknown,Unknown
Glover_steward,,unknown,Unknown
Goady,,unknown,Unknown
Goat_boy,,unknown,Unknown
God-on-Earth,,unknown,Unknown
Godric_Borrell,283.0,event:Robert's Rebellion,Robert's Reign
Godry_Farring,,unknown,Unknown
Godwyn,,unknown,Unknown
Goghor_the_Giant,,unknown,Unknown
Goodwife_(fool),,unknown,Unknown
Goodwin,298.0,died,ASOIAF main
Goodwyn,,unknown,Unknown
Gordan_I_Gardener,,unknown,Unknown
Goren_Greyjoy,0.0,event:Aegon's Conquest,Pre-Conquest
Gorghan_of_Old_Ghis,,unknown,Unknown
Gorm,,unknown,Unknown
Gormon_Massey,129.0,died,Fire & Blood
Gormon_Peake,212.0,died,Mid-Targaryen
Gormon_Tyrell,,unknown,Unknown
Gormond_Drumm,,unknown,Unknown
Gormond_Goodbrother,312.0,born+30,Unknown
Gorne,,unknown,Unknown
Gorold_Goodbrother,,unknown,Unknown
Gorys_Edoryen,,unknown,Unknown
Gorzhak_zo_Eraz,300.0,died,ASOIAF main
Gowen_Baratheon,,unknown,Unknown
Gramyon,,unknown,Unknown
Gran_Goodbrother,312.0,born+30,Unknown
Grance_Morrigen,,unknown,Unknown
Lord_Grandison,284.0,died,Robert's Reign
Gravedigger,,unknown,Unknown
Grazdan_(fat_one),299.0,died,ASOIAF main
Grazdan_(spiked_beard),299.0,died,ASOIAF main
Grazdan_(tall_one),299.0,died,ASOIAF main
Grazdan_the_Great,,unknown,Unknown
Grazdan_mo_Eraz,,unknown,Unknown
Grazdan_mo_Ullhor,299.0,died,ASOIAF main
Grazdan_zo_Galare,,unknown,Unknown
Grazhar_zo_Galare,,unknown,Unknown
Grazdhan_zo_Rhaezn,,unknown,Unknown
Great_Walrus,,unknown,Unknown
Greatheart,,unknown,Unknown
Green_Gergen,,unknown,Unknown
Greenbeard,300.0,event:War of the Five Kings,ASOIAF main
Gregor_Clegane,300.0,died,ASOIAF main
Gregor_Goode,48.0,died,Targaryen Conquest
Grenn,311.0,born+30,Unknown
Gretchel,,unknown,Unknown
Grey_King,0.0,event:Aegon's Conquest,Pre-Conquest
Grey_Worm,,unknown,Unknown
Greydon,130.0,event:Dance of the Dragons,Fire & Blood
Greydon_Gardener,,unknown,Unknown
Greydon_Goodbrother,312.0,born+30,Unknown
Griffin_King,,unknown,Unknown
Griffith_Goode,48.0,died,Targaryen Conquest
Grigg_the_Goat,,unknown,Unknown
Grimtongue,,unknown,Unknown
Grisel,286.0,born+30,Robert's Reign
Grisella,,unknown,Unknown
Groleo,300.0,died,ASOIAF main
Grover_Tully,130.0,died,Fire & Blood
Grubbs,300.0,died,ASOIAF main
Grunt,,unknown,Unknown
Gueren,,unknown,Unknown
Gulian,,unknown,Unknown
Gulian_Qorgyle,,unknown,Unknown
Gulian_Swann,289.0,born+30,Robert's Reign
Guncer_Sunglass,299.0,died,ASOIAF main
Gundor_Goodbrother,,unknown,Unknown
Gunthor,,unknown,Unknown
Gunthor_Darklyn,129.0,died,Fire & Blood
Gunthor_Estermont,,unknown,Unknown
Gunthor_Goodbrother,130.0,event:Dance of the Dragons,Fire & Blood
Gunthor_Hightower,315.0,born+30,Unknown
Gunthor_Royce,,unknown,Unknown
Gurn,,unknown,Unknown
Guthor_Grimm,,unknown,Unknown
Guy_Lothston,42.0,died,Targaryen Conquest
Guyard_Morrigen,299.0,died,ASOIAF main
Guyle_the_Cunning,,unknown,Unknown
Guyne,,unknown,Unknown
Gwayne_Corbray,196.0,event:Blackfyre Rebellion,Fire & Blood
Gwayne_I_Gardener,,unknown,Unknown
Gwayne_III_Gardener,,unknown,Unknown
Gwayne_IV_Gardener,,unknown,Unknown
Gwayne_V_Gardener,,unknown,Unknown
Gwayne_Gardener_(son_of_Perceon_III),,unknown,Unknown
Gwayne_Gaunt,277.0,died,Late Targaryen
Gwayne_Hightower,130.0,died,Fire & Blood
Gwayne_Oakheart,,unknown,Unknown
Gwenys_Rivers,203.0,born+30,Mid-Targaryen
Gwin_Goodbrother,312.0,born+30,Unknown
Gwynesse_Harlaw,,unknown,Unknown
Gwyneth_Yronwood,317.0,born+30,Unknown
Gylbert_Farman,,unknown,Unknown
Gylbert_Farwynd,,unknown,Unknown
Gyldayn,130.0,event:Dance of the Dragons,Fire & Blood
Gyleno_Dothare,,unknown,Unknown
Gyles_Greycloak,,unknown,Unknown
Gyles_Belgrave,131.0,died,Fire & Blood
Gyles_Farwynd,,unknown,Unknown
Gyles_I_Gardener,,unknown,Unknown
Gyles_II_Gardener,,unknown,Unknown
Gyles_III_Gardener,,unknown,Unknown
Gyles_Grafton,,unknown,Unknown
Gyles_Morrigen,99.0,died,Fire & Blood
Gyles_Rosby,300.0,died,ASOIAF main
Gyles_Yronwood,130.0,died,Fire & Blood
Gylo_Rhegan,,unknown,Unknown
Gyloro_Dothare,,unknown,Unknown
Gynir,299.0,died,ASOIAF main
Gysella_Goodbrother,311.0,born+30,Unknown
Haegon_Blackfyre,219.0,died,Mid-Targaryen
Haereg,,unknown,Unknown
Hagen,300.0,died,ASOIAF main
Hagen's_daughter,312.0,born+30,Unknown
Haggo,299.0,died,ASOIAF main
Haggon,,unknown,Unknown
Hagon_the_Terrible,,unknown,Unknown
Hagon_Hoare,,unknown,Unknown
Hake,299.0,died,ASOIAF main
Hake_(archmaester),,unknown,Unknown
Hairy_Hal,300.0,died,ASOIAF main
Hal_(Hog),299.0,died,ASOIAF main
Halder,311.0,born+30,Unknown
Haldon,,unknown,Unknown
Hali,298.0,died,ASOIAF main
Halleck,,unknown,Unknown
Halleck_Hoare,-42.0,died,Pre-Conquest
Hallis_Hornwood,130.0,event:Dance of the Dragons,Fire & Blood
Hallis_Mollen,,unknown,Unknown
Hallyne,,unknown,Unknown
Halmon_Paege,,unknown,Unknown
Halys_Hornwood,299.0,died,ASOIAF main
Hammer,,unknown,Unknown
Hammer_of_the_Hills,,unknown,Unknown
Hamish_the_Harper,300.0,died,ASOIAF main
Handsome_man,,unknown,Unknown
Hanna_Harroway,44.0,died,Targaryen Conquest
Har_Loi,,unknown,Unknown
Harbert,299.0,died,ASOIAF main
Harbert_Paege,,unknown,Unknown
Hareth_(Maester),,unknown,Unknown
Hareth_(Mole's_Town),,unknown,Unknown
Harghaz,300.0,died,ASOIAF main
Six-Toed_Harl,,unknown,Unknown
Harlan_Grandison,281.0,died,Late Targaryen
Harlan_Hunter,,unknown,Unknown
Harlan_Hoare,,unknown,Unknown
Harlan_Tyrell,5.0,died,Targaryen Conquest
Harle_the_Handsome,,unknown,Unknown
Harle_the_Huntsman,,unknown,Unknown
Harlon_Botley,,unknown,Unknown
Harlon_Greyjoy,289.0,born+30,Robert's Reign
Harlon_Stark,,unknown,Unknown
Harlon_the_Hunter,,unknown,Unknown
Harma,300.0,died,ASOIAF main
Harmen_Uller,,unknown,Unknown
Harmon,,unknown,Unknown
Harmon_Dondarrion,,unknown,Unknown
Harmon_of_the_Reeds,130.0,died,Fire & Blood
Harmond_Umber,,unknown,Unknown
Harmund_I_Hoare,,unknown,Unknown
Harmund_II_Hoare,,unknown,Unknown
Harmund_III_Hoare,,unknown,Unknown
Harmund_Sharp,,unknown,Unknown
Harmune,,unknown,Unknown
Harmune_(archmaester),,unknown,Unknown
Haro,,unknown,Unknown
Harodon,,unknown,Unknown
Harra,299.0,died,ASOIAF main
Harrag_Hoare,,unknown,Unknown
Harrag_Sharp,299.0,died,ASOIAF main
Harrald_Halfdrowned,,unknown,Unknown
Harras_Harlaw,,unknown,Unknown
Harras_Hoare,,unknown,Unknown
Harren_Botley,299.0,died,ASOIAF main
Harren_Half-Hoare,,unknown,Unknown
Harren_Hoare,-1.0,died,Pre-Conquest
Harren_the_Red,37.0,died,Targaryen Conquest
Harrion_Karstark,,unknown,Unknown
Harrold_Darke,130.0,died,Fire & Blood
Harrold_Hardyng,311.0,born+30,Unknown
Harrold_Langward,48.0,died,Targaryen Conquest
Harrold_Osgrey,196.0,died,Fire & Blood
Harrold_Rogers,0.0,event:Aegon's Conquest,Pre-Conquest
Harrold_Swyft,,unknown,Unknown
Harrold_Westerling,112.0,died,Fire & Blood
Harry_Merrell,,unknown,Unknown
Harry_Penny,130.0,died,Fire & Blood
Harry_Rivers,299.0,died,ASOIAF main
Harry_Sawyer,,unknown,Unknown
Harry_Strickland,196.0,event:Blackfyre Rebellion,Fire & Blood
Harsley,298.0,died,ASOIAF main
Lord_Harte,129.0,died,Fire & Blood
Harwin,301.0,born+30,ASOIAF main
Harwin_Strong,120.0,died,Fire & Blood
Harwood_Fell,300.0,died,ASOIAF main
Harwood_Stout,,unknown,Unknown
Harwyn_Hoare,-45.0,died,Pre-Conquest
Harwyn_Plumm,,unknown,Unknown
Harys_Cobb,,unknown,Unknown
Harys_Graceford,,unknown,Unknown
Harys_Haigh,313.0,born+30,Unknown
Harys_Hogg,,unknown,Unknown
Harys_Horpe,42.0,died,Targaryen Conquest
Harys_Swyft,,unknown,Unknown
Lord_Hayford,196.0,died,Fire & Blood
Lord_Hayford_(Dance),129.0,died,Fire & Blood
Hayhead,,unknown,Unknown
Hazel_Harte,132.0,died,Fire & Blood
Hazrak_zo_Loraq,,unknown,Unknown
Hazzea,300.0,died,ASOIAF main
Hazzea's_father,,unknown,Unknown
Helaena_Targaryen,130.0,died,Fire & Blood
Helicent_Uffering,201.0,born+30,Mid-Targaryen
Helliweg,,unknown,Unknown
Helly,,unknown,Unknown
Helman_Tallhart,299.0,died,ASOIAF main
Helya,,unknown,Unknown
Hendry_Bracken,299.0,died,ASOIAF main
Henk_the_Helm,,unknown,Unknown
Henly_(Maester),,unknown,Unknown
Henly_(House_Ashford),,unknown,Unknown
Young_Henly,299.0,died,ASOIAF main
Old_Henly,299.0,died,ASOIAF main
Henrietta_Woodhull,163.0,born+30,Fire & Blood
Herbert_Bolling,299.0,died,ASOIAF main
Heriston,,unknown,Unknown
Herman_Rollingford,133.0,died,Fire & Blood
Herndon_of_the_Horn,,unknown,Unknown
Hero,,unknown,Unknown
Herrock_Kenning,,unknown,Unknown
Herryk,,unknown,Unknown
Heward,298.0,died,ASOIAF main
Hibald,,unknown,Unknown
High_Lickspittle,54.0,died,Fire & Blood
High_Septon_(Aegon_I),43.0,died,Targaryen Conquest
High_Septon_(Aegon_III),169.0,died,Fire & Blood
High_Septon_(Aegon_V),,unknown,Unknown
High_Septon_(Aegon's_Conquest),11.0,died,Targaryen Conquest
High_Septon_(Aenys_I),43.0,died,Targaryen Conquest
High_Septon_(Aerys_II),,unknown,Unknown
High_Septon_(Baelor_I),169.0,died,Fire & Blood
High_Septon_(brother_of_Donnel_Hightower),,unknown,Unknown
High_Septon_(child),171.0,died,Fire & Blood
High_Septon_(Daeron_II),209.0,died,Mid-Targaryen
High_Septon_(Dance_of_the_Dragons),131.0,died,Fire & Blood
High_Septon_(fat_one),299.0,died,ASOIAF main
High_Septon_(Jaehaerys_I),,unknown,Unknown
High_Septon_(Maekar_I),,unknown,Unknown
High_Septon_(Regency_of_Aegon_III),143.0,died,Fire & Blood
High_Septon_(stonemason),170.0,died,Fire & Blood
High_Septon_(Tyrion's),300.0,died,ASOIAF main
High_Sparrow,45.0,event:Faith Militant,Targaryen Conquest
Lord_Hightower,126.0,died,Fire & Blood
Hildy,,unknown,Unknown
Hilmar_Drumm,,unknown,Unknown
Hizdahr_zo_Loraq,,unknown,Unknown
Lord_Commander_Hoare,0.0,event:Aegon's Conquest,Pre-Conquest
Hoarfrost_Umber,261.0,born+30,Late Targaryen
Hobb,,unknown,Unknown
Hobb_the_Hewer,130.0,event:Dance of the Dragons,Fire & Blood
Hobber_Redwyne,312.0,born+30,Unknown
Hobert_Hightower,130.0,died,Fire & Blood
Hod,,unknown,Unknown
Hodor,313.0,born+30,Unknown
Hoke,,unknown,Unknown
Holger,,unknown,Unknown
Hollis_Teague,-400.0,died,Pre-Conquest
Holly,300.0,died,ASOIAF main
Hooded_man,,unknown,Unknown
Hooded_Man,,unknown,Unknown
Hop-Bean,,unknown,Unknown
Hop-Robin,,unknown,Unknown
Horas_Harroway,44.0,died,Targaryen Conquest
Horas_Redwyne,312.0,born+30,Unknown
Horgan_Hoare,,unknown,Unknown
Horned_Lord,,unknown,Unknown
Horonno,,unknown,Unknown
Horro,,unknown,Unknown
Horton_Redfort,,unknown,Unknown
Horys_Hill,45.0,died,Targaryen Conquest
Hosman_Norcross,,unknown,Unknown
Hosteen_Frey,288.0,born+30,Robert's Reign
Hostella_Frey,329.0,born+30,Unknown
Hoster_Blackwood,313.0,born+30,Unknown
Hoster_Frey,317.0,born+30,Unknown
Hoster_Tully,299.0,died,ASOIAF main
Hot_Pie,300.0,event:War of the Five Kings,ASOIAF main
Hother_Umber,271.0,born+30,Late Targaryen
Hotho_Harlaw,,unknown,Unknown
Hotho_Harlaw's_daughter,317.0,born+30,Unknown
House_of_the_Undying_servitor,,unknown,Unknown
Howard_Bullock,53.0,died,Fire & Blood
Howard_Pyle,,unknown,Unknown
Howd_Wanderer,,unknown,Unknown
Howland_Reed,295.0,born+30,Robert's Reign
Hrothgar,,unknown,Unknown
Hubard_Rambton,299.0,died,ASOIAF main
Hubert,,unknown,Unknown
Hubert_Arryn,54.0,died,Fire & Blood
Hugh,298.0,died,ASOIAF main
Hugh_Arryn,,unknown,Unknown
Hugh_Beesbury,,unknown,Unknown
Hugh_Grandison,,unknown,Unknown
Hugh_Clifton,,unknown,Unknown
Hugh_Hammer,130.0,died,Fire & Blood
Hugh_Hungerford,,unknown,Unknown
Hugo_Arryn,,unknown,Unknown
Hugo_Vance,,unknown,Unknown
Hugo_Vance_(lord),130.0,event:Dance of the Dragons,Fire & Blood
Hugo_Wull,,unknown,Unknown
Hugor_of_the_Hill,,unknown,Unknown
Hukko,,unknown,Unknown
Hullen,298.0,died,ASOIAF main
Humfrey_Beesbury,209.0,died,Mid-Targaryen
Humfrey_Bracken,130.0,event:Dance of the Dragons,Fire & Blood
Humfrey_Clifton,,unknown,Unknown
Humfrey_Hardyng,209.0,died,Mid-Targaryen
Humfrey_Hewett,300.0,died,ASOIAF main
Humfrey_Hightower,315.0,born+30,Unknown
Humfrey_Lefford,130.0,died,Fire & Blood
Humfrey_Stone,,unknown,Unknown
Humfrey_Swyft,,unknown,Unknown
Humfrey_I_Teague,-400.0,died,Pre-Conquest
Humfrey_II_Teague,-400.0,died,Pre-Conquest
Humfrey_the_Mummer,48.0,died,Targaryen Conquest
Humfrey_Wagstaff,262.0,born+30,Late Targaryen
Humfrey_Waters,,unknown,Unknown
Humphrey_Bulwer,,unknown,Unknown
Hunchbacked_septon,212.0,died,Mid-Targaryen
Hunnimore,130.0,event:Dance of the Dragons,Fire & Blood
Husband,300.0,event:War of the Five Kings,ASOIAF main
Huzhor_Amai,,unknown,Unknown
Hyle_Hunt,300.0,event:War of the Five Kings,ASOIAF main
Iggo,299.0,died,ASOIAF main
Igon_Vyrwel,,unknown,Unknown
Illifer,270.0,born+30,Late Targaryen
Illister,,unknown,Unknown
Illyrio_Mopatis,283.0,event:Robert's Rebellion,Robert's Reign
Illyrio_Mopatis's_first_wife,,unknown,Unknown
Ilyn_Payne,283.0,event:Robert's Rebellion,Robert's Reign
Imry_Florent,299.0,died,ASOIAF main
Ironbelly,,unknown,Unknown
Irri,313.0,born+30,Unknown
Isembard_Arryn,,unknown,Unknown
Ithoke,,unknown,Unknown
Izembaro,,unknown,Unknown
Jacaerys_Velaryon,130.0,died,Fire & Blood
Jace_(Night's_Watch),,unknown,Unknown
Jacelyn_Bywater,299.0,died,ASOIAF main
Black_Jack_Bulwer,300.0,died,ASOIAF main
Ginger_Jack,,unknown,Unknown
Nine-Finger_Jack,,unknown,Unknown
Jack_Crabb,,unknown,Unknown
Jack-Be-Lucky,,unknown,Unknown
Jack_Bulwer,300.0,died,ASOIAF main
Jack_Musgood,239.0,died,Mid-Targaryen
Jacks,,unknown,Unknown
Jade_Emperor,,unknown,Unknown
Jaehaera_Targaryen,133.0,died,Fire & Blood
Jaehaerys_I_Targaryen,103.0,died,Fire & Blood
Jaehaerys_Targaryen_(son_of_Aegon_II),129.0,died,Fire & Blood
Jaehaerys_II_Targaryen,262.0,died,Late Targaryen
Jaehaerys_Targaryen_(son_of_Aerys_II),274.0,died,Late Targaryen
Jaenara_Belaerys,,unknown,Unknown
Jafer_Flowers,298.0,died,ASOIAF main
Jaggot,,unknown,Unknown
Jaime_Corbray,,unknown,Unknown
Jaime_Frey,329.0,born+30,Unknown
Jaime_Lannister,296.0,born+30,Robert's Reign
Jalabhar_Xho,300.0,event:War of the Five Kings,ASOIAF main
Jammos_Frey,297.0,born+30,Robert's Reign
Janei_Lannister,326.0,born+30,Unknown
Janna_Tyrell,312.0,born+30,Unknown
Janos_Slynt,300.0,died,ASOIAF main
Janyce_Hunter,,unknown,Unknown
Jaqen_H'ghar,,unknown,Unknown
Jar_Han,,unknown,Unknown
Jar_Har,,unknown,Unknown
Jar_Joq,,unknown,Unknown
Jared_Frey,300.0,died,ASOIAF main
Jaremy_Rykker,298.0,died,ASOIAF main
Jarl,299.0,died,ASOIAF main
Jarman_Buckwell,300.0,died,ASOIAF main
Jason_Hightower,,unknown,Unknown
Jason_Mallister,283.0,event:Robert's Rebellion,Robert's Reign
Jason_Lannister,130.0,died,Fire & Blood
Jason_Lannister_(son_of_Gerold),260.0,died,Late Targaryen
Jasper_Arryn,272.0,died,Late Targaryen
Jasper_Redfort,,unknown,Unknown
Jasper_Waynwood,275.0,died,Late Targaryen
Jasper_Wylde,130.0,died,Fire & Blood
Jate,300.0,died,ASOIAF main
Jate_Blackberry,,unknown,Unknown
Jax,289.0,born+30,Robert's Reign
Jayde,,unknown,Unknown
Jayne_Bracken,,unknown,Unknown
Jayne_Ladybright,,unknown,Unknown
Jeffory_Mallister,282.0,died,Late Targaryen
Jeffory_Norcross,,unknown,Unknown
Jellicoe,,unknown,Unknown
Jena_Dondarrion,183.0,died,Fire & Blood
Jennelyn_Fowler,305.0,born+30,ASOIAF main
Jennis_Templeton,,unknown,Unknown
Jenny_of_Oldstones,,unknown,Unknown
Penny_Jenny,210.0,died,Mid-Targaryen
Jeor_Mormont,299.0,died,ASOIAF main
Jeremy_Hightower,,unknown,Unknown
Jeremy_Norridge,251.0,died,Late Targaryen
Jeren,,unknown,Unknown
Jessamyn_Manderly,,unknown,Unknown
Jessamyn_Redfort,,unknown,Unknown
Grey_Jeyne,,unknown,Unknown
Red_Jeyne,,unknown,Unknown
Squinty_Jeyne,,unknown,Unknown
Jeyne_Arryn,134.0,died,Fire & Blood
Jeyne_Beesbury,299.0,died,ASOIAF main
Jeyne_Darry,300.0,event:War of the Five Kings,ASOIAF main
Jeyne_Farman,,unknown,Unknown
Jeyne_Fossoway,,unknown,Unknown
Jeyne_Fowler,305.0,born+30,ASOIAF main
Jeyne_Goodbrook,323.0,born+30,Unknown
Jeyne_Harroway,44.0,died,Targaryen Conquest
Jeyne_Heddle,311.0,born+30,Unknown
Jeyne_Lothston,194.0,born+30,Fire & Blood
Jeyne_Lydden,268.0,died,Late Targaryen
Jeyne_Manderly,141.0,died,Fire & Blood
Jeyne_Marbrand,255.0,died,Late Targaryen
Jeyne_Merryweather,151.0,born+30,Fire & Blood
Jeyne_Mooton,151.0,born+30,Fire & Blood
Jeyne_Poole,317.0,born+30,Unknown
Jeyne_Poore,45.0,died,Targaryen Conquest
Jeyne_Rivers,,unknown,Unknown
Jeyne_Royce,,unknown,Unknown
Jeyne_Rowan,131.0,born+30,Fire & Blood
Jeyne_Swann,,unknown,Unknown
Jeyne_Waters,206.0,born+30,Mid-Targaryen
Jeyne_Westerling_(wife_of_Maegor_I),47.0,died,Targaryen Conquest
Jeyne_Westerling,313.0,born+30,Unknown
Jez,,unknown,Unknown
Jezhene,,unknown,Unknown
Jhaqo,,unknown,Unknown
Jhiqui,314.0,born+30,Unknown
Jhogo,313.0,born+30,Unknown
Jirelle_Mooton,59.0,died,Fire & Blood
Joanna_Lannister,273.0,died,Late Targaryen
Joanna_Swyft,,unknown,Unknown
Jocasta_Lannister,,unknown,Unknown
Jocelyn_Baratheon,129.0,died,Fire & Blood
Jocelyn_Penrose,216.0,born+30,Mid-Targaryen
Jocelyn_Stark,212.0,died,Mid-Targaryen
Jocelyn_Swyft,,unknown,Unknown
Jodge,,unknown,Unknown
Joffrey_Arryn,196.0,died,Fire & Blood
Joffrey_Baratheon,300.0,died,ASOIAF main
Joffrey_Caswell,221.0,born+30,Mid-Targaryen
Joffrey_Dayne,,unknown,Unknown
Joffrey_Doggett,59.0,died,Fire & Blood
Joffrey_Lannister,,unknown,Unknown
Joffrey_Lonmouth,114.0,died,Fire & Blood
Joffrey_Staunton,,unknown,Unknown
Joffrey_Velaryon,130.0,died,Fire & Blood
Johanna_Swann,124.0,born+30,Fire & Blood
Johanna_Lannister,130.0,event:Dance of the Dragons,Fire & Blood
John_the_Oak,,unknown,Unknown
Young_John_Mudd,,unknown,Unknown
Old_John_Mudd,,unknown,Unknown
John_II_Gardener,,unknown,Unknown
Jojen_Reed,316.0,born+30,Unknown
Jokin,,unknown,Unknown
Jommo,,unknown,Unknown
Jommy,299.0,died,ASOIAF main
Jon_Arryn,298.0,died,ASOIAF main
Jon_Bettley,,unknown,Unknown
Jon_Brax,326.0,born+30,Unknown
Jon_Brightstone,,unknown,Unknown
Jon_Bulwer,299.0,died,ASOIAF main
Jon_Cafferen,,unknown,Unknown
Jon_Connington,290.0,born+30,Robert's Reign
Jon_Cupps,,unknown,Unknown
Jon_Florent,,unknown,Unknown
Jon_Fossoway,314.0,born+30,Unknown
Jon_Heddle,196.0,event:Blackfyre Rebellion,Fire & Blood
Jon_Hightower,,unknown,Unknown
Jon_Hogg,45.0,event:Faith Militant,Targaryen Conquest
Jon_Hollard,277.0,died,Late Targaryen
Jon_Lothston,,unknown,Unknown
Jon_Lychester,45.0,event:Faith Militant,Targaryen Conquest
Jon_Lynderly,,unknown,Unknown
Jon_Mertyns,,unknown,Unknown
Jon_Mooton,0.0,event:Aegon's Conquest,Pre-Conquest
Jon_Myre,,unknown,Unknown
Jon_O'Nutten,,unknown,Unknown
Jon_Penny,300.0,event:War of the Five Kings,ASOIAF main
Jon_Penrose,,unknown,Unknown
Jon_Piper,,unknown,Unknown
Jon_Pox,260.0,died,Late Targaryen
Jon_Redfort,,unknown,Unknown
Jon_Rosby,5.0,died,Targaryen Conquest
Jon_Roxton,130.0,died,Fire & Blood
Jon_Snow,313.0,born+30,Unknown
Jon_Stark,,unknown,Unknown
Jon_Tollett,,unknown,Unknown
Jon_Umber_(Greatjon),,unknown,Unknown
Jon_Umber_(Smalljon),299.0,died,ASOIAF main
Jon_Umber_(husband_of_Serena),208.0,died,Mid-Targaryen
Jon_Vance,,unknown,Unknown
Jon_Waters,206.0,born+30,Mid-Targaryen
Jon_Wylde,,unknown,Unknown
Jonah_Mooton,,unknown,Unknown
Jonelle_Cerwyn,297.0,born+30,Robert's Reign
Jonnel_Stark,209.0,died,Mid-Targaryen
Jonos_Arryn,37.0,died,Targaryen Conquest
Jonos_Bracken,300.0,event:War of the Five Kings,ASOIAF main
Jonos_Frey,321.0,born+30,Unknown
Jonos_Stark,,unknown,Unknown
Jonothor_Darry,283.0,died,Robert's Reign
Jonquil,,unknown,Unknown
Jonquil_Darke,,unknown,Unknown
Jorah_Mallister,131.0,died,Fire & Blood
Jorah_Mormont,284.0,born+30,Robert's Reign
Jorah_Stark,,unknown,Unknown
Joramun,,unknown,Unknown
Jordan_Towers,53.0,died,Fire & Blood
Jorelle_Mormont,319.0,born+30,Unknown
Jorgen,,unknown,Unknown
Jorgen_Velaryon,59.0,died,Fire & Blood
Jorl_the_Whale,,unknown,Unknown
Joron_I_Blacktyde,,unknown,Unknown
Jorquen,,unknown,Unknown
Jory_Cassel,298.0,died,ASOIAF main
Joseran,,unknown,Unknown
Joseth,299.0,died,ASOIAF main
Joseth_(maester),,unknown,Unknown
Joseth_Mallister,,unknown,Unknown
Joseth_Smallwood,130.0,event:Dance of the Dragons,Fire & Blood
Josmyn_Peckledon,314.0,born+30,Unknown
Joss,,unknown,Unknown
Joss_Hood,,unknown,Unknown
Joss_Stilwood,,unknown,Unknown
Joss_the_Gloom,,unknown,Unknown
Josua_Massey,,unknown,Unknown
Josua_Willum,,unknown,Unknown
Joth_Quickbow,300.0,event:War of the Five Kings,ASOIAF main
Jothos_Slynt,,unknown,Unknown
Joy_Hill,318.0,born+30,Unknown
Joy_Penrose,230.0,born+30,Mid-Targaryen
Joyeuse_Erenford,312.0,born+30,Unknown
Julian_Wormwood,130.0,event:Dance of the Dragons,Fire & Blood
Jurne,,unknown,Unknown
Justin_Massey,,unknown,Unknown
Justin_Massey_(Milk-Eye),,unknown,Unknown
Jyana,,unknown,Unknown
Jyanna_Frey,,unknown,Unknown
Jyck,298.0,died,ASOIAF main
Jynessa_Blackmont,,unknown,Unknown
Jyzene,,unknown,Unknown
Kaeth,257.0,died,Late Targaryen
Karlon_Stark,,unknown,Unknown
Karolyn,,unknown,Unknown
Karyl_Vance,,unknown,Unknown
Kasporio,,unknown,Unknown
Kedge_Whiteye,290.0,born+30,Robert's Reign
Kedry,300.0,died,ASOIAF main
Kegs,,unknown,Unknown
Kella,,unknown,Unknown
Kem,,unknown,Unknown
Kemmett_Pyke,,unknown,Unknown
Kenned_the_Whale,299.0,died,ASOIAF main
Lord_Kenning,,unknown,Unknown
Kennos_of_Kayce,,unknown,Unknown
Kermit_Tully,136.0,died,Fire & Blood
Kerwin,300.0,died,ASOIAF main
Ketter,,unknown,Unknown
Kevan_Lannister,300.0,died,ASOIAF main
Kezmya_Pahl,,unknown,Unknown
Khiara_the_Great,,unknown,Unknown
Khorane_Sathmantes,,unknown,Unknown
Khrazz,300.0,died,ASOIAF main
Kiera_of_Tyrosh,222.0,died,Mid-Targaryen
Kindly_Man,,unknown,Unknown
King_Cutthroat,300.0,died,ASOIAF main
Kirby_Pimm,,unknown,Unknown
Kirth,,unknown,Unknown
Kirth_Vance,,unknown,Unknown
Knight_of_Ninestars_(First_Blackfyre_Rebellion),196.0,died,Fire & Blood
Knight_of_the_Red_Chicken,,unknown,Unknown
Knight_Without_Armor,,unknown,Unknown
Kojja_Mo,,unknown,Unknown
Korra,,unknown,Unknown
Koss,299.0,died,ASOIAF main
Kraznys_mo_Nakloz,299.0,died,ASOIAF main
Kromm,299.0,died,ASOIAF main
Kurleket,298.0,died,ASOIAF main
Kurz,299.0,died,ASOIAF main
Kyle,196.0,event:Blackfyre Rebellion,Fire & Blood
