ID,born_raw,died_raw
Gyles_Greycloak,,
Gyles_Belgrave,,131 AC King's Landing [1]
Gyles_Farwynd,,
Gyles_I_Gardener,,
Gyles_II_Gardener,,
Gyles_III_Gardener,,
Gyles_Grafton,,
Gyles_Morrigen,In or before 32 AC [2],84 – 99 AC [2]
Gyles_Rosby,Rosby [1],300 AC [2] King's Landing [2]
Gyles_Yronwood,,130 AC Flea Bottom
Gylo_Rhegan,,
Gyloro_Dothare,,
Gynir,,299 AC Winterfell
Gysella_Goodbrother,In or before 281 AC [1],
Haegon_Blackfyre,190 – 193 AC [1],219 AC
Haereg,,
Hagen,,300 AC Deepwood Motte
Hagen's_daughter,282 AC or 283 AC [1],
Haggo,,~ 298 – 299 AC Dothraki sea
Haggon,,
Hagon_the_Terrible,,
Hagon_Hoare,,
Hake,,299 AC Fist of the First Men
Hake_(archmaester),Harlaw [1],
Hairy_Hal,,300 AC beyond the Wall
Hal_(Hog),,299 AC
Halder,281 AC or 282 AC [3],
Haldon,Westeros [1],
Hali,,298 AC the wolfswood
Halleck,Beyond the Wall,
Halleck_Hoare,,around ~ 42 BC [1]
Hallis_Hornwood,,
Hallis_Mollen,North [1],
Hallyne,Westeros [1],
Halmon_Paege,,
Halys_Hornwood,,299 AC the Green Fork [2]
Hammer,,
Hammer_of_the_Hills,,
Hamish_the_Harper,,300 AC [1] King's Landing [1]
Handsome_man,,
Hanna_Harroway,,44 AC [1] King's Landing
Har_Loi,,
Harbert,,278 – 299 AC
Harbert_Paege,Riverlands [1],
Hareth_(Maester),,
Hareth_(Mole's_Town),,
Harghaz,,300 AC Meereen
Six-Toed_Harl,,
Harlan_Grandison,,"281 AC [2] White Sword Tower , King's Landing [1]"
Harlan_Hunter,Longbow Hall [1],
Harlan_Hoare,,
Harlan_Tyrell,,5 AC [1] Dornish desert east of the Hellholt [2]
Harle_the_Handsome,,
Harle_the_Huntsman,,
Harlon_Botley,,
Harlon_Greyjoy,253 – 259 AC [1],Pyke
Harlon_Stark,,
Harlon_the_Hunter,,
Harma,,300 AC The Wall
Harmen_Uller,,
Harmon,,
Harmon_Dondarrion,,
Harmon_of_the_Reeds,,130 AC King's Landing
Harmond_Umber,,
Harmund_I_Hoare,,
Harmund_II_Hoare,,
Harmund_III_Hoare,,Hoare Castle
Harmund_Sharp,,
Harmune,,
Harmune_(archmaester),,
Haro,,
Harodon,,
Harra,,299 AC Harrenhal
Harrag_Hoare,,
Harrag_Sharp,,299 AC Winterfell
Harrald_Halfdrowned,,Lann's Point
Harras_Harlaw,,
Harras_Hoare,,
Harren_Botley,,299 AC Moat Cailin
Harren_Half-Hoare,,
Harren_Hoare,,2 – 1 BC Harrenhal
Harren_the_Red,,37 AC near the Gods Eye
Harrion_Karstark,Karhold [2],
Harrold_Darke,,22 th day of the 10 th moon of 130 AC Dragonstone [1]
Harrold_Hardyng,281 AC or 282 AC [3] Vale of Arryn [4],
Harrold_Langward,,48 AC [1] King's Landing [1]
Harrold_Osgrey,In or before 181 AC [1],196 AC the Redgrass Field
Harrold_Rogers,,
Harrold_Swyft,,
Harrold_Westerling,,112 AC [1]
Harry_Merrell,,
Harry_Penny,,"130 AC near Acorn Hall , riverlands"
Harry_Rivers,,299 AC Riverlands
Harry_Sawyer,,
Harry_Strickland,,
Harsley,,298 AC or 299 AC Pennytree
Lord_Harte,,"129 AC the Red Keep , King's Landing [1]"
Harwin,271 AC or after [2] North [3],
Harwin_Strong,In or before 90 AC [1],120 AC [2] Harrenhal [2]
Harwood_Fell,Felwood [2],300 AC [3] Wolfswood [3]
Harwood_Stout,,
Harwyn_Hoare,In or before 109 BC [1],In or before 45 BC [1] (aged 64) [2]
Harwyn_Plumm,Westerlands [2],
Harys_Cobb,,
Harys_Graceford,,
Harys_Haigh,251 – 283 AC [2],
Harys_Hogg,,
Harys_Horpe,,42 AC King's Landing [1]
Harys_Swyft,Westerlands [3],
Lord_Hayford,,196 AC the Redgrass Field
Lord_Hayford_(Dance),,"129 AC the Red Keep , King's Landing [1]"
Hayhead,,
Hazel_Harte,~ 75 – 115 AC [1],132 AC or 133 AC [1]
Hazrak_zo_Loraq,Meereen,
Hazzea,295 AC or 296 AC [1],300 AC Plains outside Meereen
Hazzea's_father,,
Helaena_Targaryen,109 AC,"130 AC (aged 21) Maegor's Holdfast , the Red Keep , King's Landing"
Helicent_Uffering,171 AC (roughly) [1] Westeros [2],
Helliweg,,
Helly,,
Helman_Tallhart,Torrhen's Square [1],299 AC Duskendale
Helya,,
Hendry_Bracken,,299 AC Stone Hedge
Henk_the_Helm,,
Henly_(Maester),,
Henly_(House_Ashford),Ashford [1],
Young_Henly,240 – 248 AC [1] Westeros [2],299 AC Castle Black
Old_Henly,220 – 228 AC [1] Westeros [2],299 AC Castle Black
Henrietta_Woodhull,103 – 133 AC [1],
Herbert_Bolling,,299 AC Mouth of the Blackwater Rush
Heriston,,
Herman_Rollingford,,133 AC Braavos
Herndon_of_the_Horn,,
Hero,Essos [2],
Herrock_Kenning,,
Herryk,,
Heward,,298 AC King's Landing
Hibald,Westeros [1],
High_Lickspittle,,54 AC Starry Sept of Oldtown [2]
High_Septon_(Aegon_I),,25 – 43 AC
High_Septon_(Aegon_III),,143 – 169 AC
High_Septon_(Aegon_V),,
High_Septon_(Aegon's_Conquest),,11 AC Oldtown [1]
High_Septon_(Aenys_I),9 BC,"43 AC (aged 53) [1] the Starry Sept , Oldtown"
High_Septon_(Aerys_II),,
High_Septon_(Baelor_I),,161 – 169 AC
High_Septon_(brother_of_Donnel_Hightower),,
High_Septon_(child),154 – 162 AC [1],In or after 171 AC [1]
High_Septon_(Daeron_II),,209 AC or 210 AC King's Landing
High_Septon_(Dance_of_the_Dragons),,129 – 131 AC [1]
High_Septon_(fat_one),,299 AC King's Landing
High_Septon_(Jaehaerys_I),,
High_Septon_(Maekar_I),,
High_Septon_(Regency_of_Aegon_III),,143 AC [1]
High_Septon_(stonemason),,162 – 170 AC [1]
High_Septon_(Tyrion's),,300 AC King's Landing
High_Sparrow,,
Lord_Hightower,In or before 75 AC [1],103 – 126 AC [1]
Hildy,,
Hilmar_Drumm,,
Hizdahr_zo_Loraq,Meereen [2],
Lord_Commander_Hoare,,
Hoarfrost_Umber,In or before 231 AC [1],
Hobb,Westeros [1],
Hobb_the_Hewer,,
Hobber_Redwyne,In or before 282 AC [2] the Arbor [3],
Hobert_Hightower,70 AC [1],130 AC Tumbleton [2]
Hod,,
Hodor,283 AC or before [2],
Hoke,,
Holger,,
Hollis_Teague,,~ 400 BC at the Teats
Holly,283 – 285 AC [1],300 AC Winterfell
Hooded_man,,
Hooded_Man,Age of Heroes,
Hop-Bean,,
Hop-Robin,,
Horas_Harroway,,44 AC [1] King's Landing
Horas_Redwyne,In or before 282 AC [2] the Arbor [3],
Horgan_Hoare,,
Horned_Lord,,
Horonno,,Volantis
Horro,,
Horton_Redfort,Redfort [2],
Horys_Hill,,45 AC Wendwater
Hosman_Norcross,,
Hosteen_Frey,248 – 258 AC [1] the Twins [2],
Hostella_Frey,299 AC or 300 AC [1],
Hoster_Blackwood,283 AC or 284 AC [2],
Hoster_Frey,287 AC [1],
Hoster_Tully,"238 – 240 AC [1] Riverrun , the riverlands [2]","299 AC Riverrun , the riverlands"
Hot_Pie,,
Hother_Umber,In or before 241 AC [5] Last Hearth [6],
Hotho_Harlaw,Harlaw [3],
Hotho_Harlaw's_daughter,287 AC or 288 AC [1],
House_of_the_Undying_servitor,,
Howard_Bullock,In or before 34 AC [2],53 AC [1] Myr [1]
Howard_Pyle,,
Howd_Wanderer,,
Howland_Reed,"260 – 265 AC [4] Greywater Watch , the North [5]",
Hrothgar,Age of Heroes Pyke,
Hubard_Rambton,,299 AC [1] Dragonstone [1]
Hubert,,
Hubert_Arryn,In or before 20 AC [2],37 – 54 AC [2]
Hugh,,298 AC King's Landing
Hugh_Arryn,,
Hugh_Beesbury,,
Hugh_Grandison,,
Hugh_Clifton,,
Hugh_Hammer,Dragonstone,130 AC Tumbleton
Hugh_Hungerford,Westeros,
Hugo_Arryn,,
Hugo_Vance,,
Hugo_Vance_(lord),,
Hugo_Wull,North [3],
Hugor_of_the_Hill,,
Hukko,,
Hullen,North [1],"298 AC the Red Keep , King's Landing"
Humfrey_Beesbury,,209 AC Ashford
Humfrey_Bracken,,
Humfrey_Clifton,,
Humfrey_Hardyng,Vale of Arryn [1],209 AC Ashford
Humfrey_Hewett,,300 AC [1] Hewett's castle
Humfrey_Hightower,~ 272 – 285 AC [2] Oldtown [3],
Humfrey_Lefford,,130 AC Gods Eye [1]
Humfrey_Stone,,
Humfrey_Swyft,,
Humfrey_I_Teague,,~ 400 BC at the Teats
Humfrey_II_Teague,,~ 400 BC at the Teats
Humfrey_the_Mummer,,10 – 48 AC
Humfrey_Wagstaff,230 – 232 AC [1],
Humfrey_Waters,,
Humphrey_Bulwer,,
Hunchbacked_septon,,212 AC Stoney Sept
Hunnimore,,
Husband,,
Huzhor_Amai,,
Hyle_Hunt,Reach [2],
Iggo,,299 AC Riverlands
Igon_Vyrwel,,
Illifer,In or before 240 AC [2] Westeros [3],
Illister,,
Illyrio_Mopatis,Pentos [4],
Illyrio_Mopatis's_first_wife,Pentos,Pentos
Ilyn_Payne,Westerlands [1],
Imry_Florent,Brightwater Keep [2],299 AC Blackwater Rush
Ironbelly,Westeros [1],
Irri,283 AC or 284 AC [1] Dothraki Sea [2],
Isembard_Arryn,,
Ithoke,,
Izembaro,,
Jacaerys_Velaryon,late 114 AC [2] [3] [1],5 th day of the 1 st moon of 130 AC (aged 15) [N 1] the Gullet [1]
Jace_(Night's_Watch),Fair Isle,
Jacelyn_Bywater,Crownlands [1],299 AC King's Landing
Black_Jack_Bulwer,Blackcrown [1],300 AC beyond the Wall
Ginger_Jack,Westeros,
Nine-Finger_Jack,,
Jack_Crabb,,
Jack-Be-Lucky,Westeros [3],
Jack_Bulwer,Blackcrown [1],300 AC beyond the Wall
Jack_Musgood,,226 – 239 AC [1]
Jacks,,
Jade_Emperor,,
Jaehaera_Targaryen,123 AC [1],22 nd day of the 9 th moon of 133 AC [1] King's Landing
Jaehaerys_I_Targaryen,the 20 th day of the 9 th moon of 34 AC [5] King's Landing,103 AC (aged 69) [6] [7] King's Landing
Jaehaerys_Targaryen_(son_of_Aegon_II),123 AC,"129 AC Tower of the Hand , King's Landing"
Jaehaerys_II_Targaryen,225 AC [2] King's Landing [3],262 AC [4] (aged 37) [1] King's Landing [5]
Jaehaerys_Targaryen_(son_of_Aerys_II),274 AC [1],274 AC [1]
Jaenara_Belaerys,,
Jafer_Flowers,,298 AC the haunted forest
Jaggot,,
Jaime_Corbray,,
Jaime_Frey,299 AC or 300 AC [1],
Jaime_Lannister,"266 AC [6] [7] Casterly Rock , the westerlands [6]",
Jalabhar_Xho,the Summer Isles [1],
Jammos_Frey,265 – 267 AC [1],
Janei_Lannister,296 AC or 297 AC [1],
Janna_Tyrell,247 – 282 AC [3],
Janos_Slynt,260 – 279 AC [1] King's Landing [2],300 AC Castle Black
Janyce_Hunter,,
Jaqen_H'ghar,Essos [3],
Jar_Han,,
Jar_Har,,
Jar_Joq,,
Jared_Frey,248 AC or 249 AC [1] the Twins [2],300 AC (suspected) the north [2]
Jaremy_Rykker,,298 AC Castle Black
Jarl,,299 AC near Greyguard
Jarman_Buckwell,,300 AC (supposedly)
Jason_Hightower,,
Jason_Mallister,Seagard [1],
Jason_Lannister,89 – 97 AC [3],130 AC the Red Fork [4]
Jason_Lannister_(son_of_Gerold),229 AC [1],260 AC [2] Bloodstone
Jasper_Arryn,In or before ~ 208 AC [2],In or before 272 AC [2]
Jasper_Redfort,,
Jasper_Waynwood,~ 239 – 271 AC [1],~ 242 – 275 AC [1] (aged 3) [2]
Jasper_Wylde,,130 AC [2] King's Landing [2]
Jate,,300 AC Riverlands
Jate_Blackberry,,
Jax,259 AC or before [1],
Jayde,,
Jayne_Bracken,,
Jayne_Ladybright,,
Jeffory_Mallister,,282 AC [1] King's Landing [1]
Jeffory_Norcross,,
Jellicoe,,
Jena_Dondarrion,~ 131 – 181 AC [1],183 AC or after [1]
Jennelyn_Fowler,In or before 275 AC [1],
Jennis_Templeton,,
Jenny_of_Oldstones,,
Penny_Jenny,Westeros [2],196 – 210 AC the riverlands [2]
Jeor_Mormont,"230 AC [3] Bear Island , the North [4]","299 AC Craster's Keep , beyond the Wall [5]"
Jeremy_Hightower,,
Jeremy_Norridge,,251 AC [1]
Jeren,,
Jessamyn_Manderly,,
Jessamyn_Redfort,,
Grey_Jeyne,,
Red_Jeyne,,
Squinty_Jeyne,,
Jeyne_Arryn,94 AC [4],134 AC [5] the Motherhouse of Maris in Gulltown [5]
Jeyne_Beesbury,,late 299 AC or early 300 AC [1]
Jeyne_Darry,,
Jeyne_Farman,,
Jeyne_Fossoway,,
Jeyne_Fowler,In or before 275 AC [1],
Jeyne_Goodbrook,293 AC [1],
Jeyne_Harroway,,44 AC [1] King's Landing
Jeyne_Heddle,281 AC or 282 AC [1] Riverlands [2],
Jeyne_Lothston,164 AC [2],
Jeyne_Lydden,In or before 237 AC [1],250 – 268 AC [1]
Jeyne_Manderly,In or before 149 AC [1],In or after 141 AC [1]
Jeyne_Marbrand,~ 203 – 230 AC [1],255 AC Casterly Rock [2]
Jeyne_Merryweather,103 – 121 AC [1],
Jeyne_Mooton,103 – 121 AC [1],
Jeyne_Poole,"286 – 287 AC [4] Winterfell , the North [5]",
Jeyne_Poore,,late 45 AC or early 46 AC [1] Wendwater [1]
Jeyne_Rivers,,
Jeyne_Royce,,
Jeyne_Rowan,or before 101 AC [2],
Jeyne_Swann,,
Jeyne_Waters,171 – 176 AC [1],
Jeyne_Westerling_(wife_of_Maegor_I),In or before 27 AC [1],47 AC or 48 AC [1]
Jeyne_Westerling,283 AC [1] the Crag [2],
Jez,,
Jezhene,Meereen,
Jhaqo,Dothraki Sea [1],
Jhiqui,284 AC [1] Dothraki Sea [2],
Jhogo,281 – 283 AC [1] Dothraki sea,
Jirelle_Mooton,,59 AC or 60 AC [1]
Joanna_Lannister,"244 – 252 AC [1] Casterly Rock , the westerlands","273 AC [1] Casterly Rock, the westerlands"
Joanna_Swyft,,
Jocasta_Lannister,,
Jocelyn_Baratheon,54 AC Storm's End [2],92 – 129 AC [3]
Jocelyn_Penrose,or between 186 AC and ~ 199 AC [1],
Jocelyn_Stark,~ 198 – 227 AC [1],In or after 212 AC [1]
Jocelyn_Swyft,,
Jodge,,
Joffrey_Arryn,or before 109 AC [2],136 – 196 AC [2]
Joffrey_Baratheon,"286 AC [9] Red Keep , King's Landing [10]","1st of the 1st moon, 300 AC (aged 13) [11] [12] Great Hall , Red Keep, King's Landing"
Joffrey_Caswell,191 AC or 192 AC [1] Bitterbridge [2],
Joffrey_Dayne,,
Joffrey_Doggett,In or before 28 AC [3],In or after 59 AC [3]
Joffrey_Lannister,,
Joffrey_Lonmouth,In or before 99 AC [1],114 AC King's Landing [2]
Joffrey_Staunton,,
Joffrey_Velaryon,117 AC [3] Dragonstone [3],130 AC [4] Flea Bottom [4]
Johanna_Swann,81 – 94 AC [2],
Johanna_Lannister,,
John_the_Oak,,
Young_John_Mudd,,
Old_John_Mudd,,
John_II_Gardener,,
Jojen_Reed,286 AC [4] Greywater Watch [5],
Jokin,,
Jommo,,
Jommy,,278 – 299 AC
Jon_Arryn,"218 – 220 AC (roughly) [2] the Eyrie , the Vale of Arryn [3]","298 AC [2] Red Keep , King's Landing"
Jon_Bettley,Westerlands [1],
Jon_Brax,296 AC [1],
Jon_Brightstone,,
Jon_Bulwer,In or before 279 AC [2],290 – 299 AC [2]
Jon_Cafferen,,
Jon_Connington,260 AC or 261 AC [10] Griffin's Roost [11],
Jon_Cupps,,
Jon_Florent,,
Jon_Fossoway,In or before 284 AC [1],
Jon_Heddle,,
Jon_Hightower,,
Jon_Hogg,,
Jon_Hollard,,277 AC [1] Duskendale [1]
Jon_Lothston,,
Jon_Lychester,,
Jon_Lynderly,,
Jon_Mertyns,,
Jon_Mooton,,
Jon_Myre,,
Jon_O'Nutten,,
Jon_Penny,,
Jon_Penrose,,
Jon_Piper,,
Jon_Pox,,260 AC Stepstones
Jon_Redfort,,
Jon_Rosby,,5 AC [2] Sunspear [1]
Jon_Roxton,,130 AC Tumbleton [2]
Jon_Snow,283 AC [7],
Jon_Stark,,
Jon_Tollett,,
Jon_Umber_(Greatjon),the Last Hearth [2],
Jon_Umber_(Smalljon),Last Hearth [1],299 AC the Twins
Jon_Umber_(husband_of_Serena),,141 – 208 AC [1]
Jon_Vance,,
Jon_Waters,171 – 176 AC [2],
Jon_Wylde,,
Jonah_Mooton,,
Jonelle_Cerwyn,267 AC [1] Cerwyn [2],
Jonnel_Stark,136 – 179 AC [3],157 – 209 AC [3]
Jonos_Arryn,or after 16 BC [2],37 AC the Eyrie
Jonos_Bracken,Stone Hedge [1],
Jonos_Frey,291 AC [1],
Jonos_Stark,,
Jonothor_Darry,,283 AC the Trident
Jonquil,,
Jonquil_Darke,,
Jorah_Mallister,,131 AC the Kingsroad [1]
Jorah_Mormont,"254 AC (roughly) [6] Bear Island , the North [7]",
Jorah_Stark,,
Joramun,,
Jordan_Towers,,53 AC [1]
Jorelle_Mormont,275 – 289 AC [1],
Jorgen,,
Jorgen_Velaryon,or between 2 AC and 50 AC [1],59 AC (possibly) Driftmark
Jorl_the_Whale,Age of Heroes,
Joron_I_Blacktyde,,
Jorquen,,
Jory_Cassel,273 AC or before [1] Winterfell [2],"298 AC Street of Silk , King's Landing"
Joseran,,
Joseth,,299 AC Winterfell (unconfirmed)
Joseth_(maester),,
Joseth_Mallister,Seagard [2],
Joseth_Smallwood,,
Josmyn_Peckledon,284 AC or 285 AC [2],
Joss,,
Joss_Hood,,
Joss_Stilwood,,
Joss_the_Gloom,,
Josua_Massey,,
Josua_Willum,,
Joth_Quickbow,,the riverlands
Jothos_Slynt,,
Joy_Hill,288 AC [1],
Joy_Penrose,~ 187 – 200 AC [1],
Joyeuse_Erenford,282 AC or 283 AC [1],
Julian_Wormwood,,
Jurne,,
Justin_Massey,Stonedance [1],
Justin_Massey_(Milk-Eye),,
Jyana,,
Jyanna_Frey,,
Jyck,,298 AC the Mountains of the Moon
Jynessa_Blackmont,,
Jyzene,,
Kaeth,"175 AC , 176 AC or 177 AC [1]",257 AC or 258 AC [1] King's Landing
Karlon_Stark,,
Karolyn,,
Karyl_Vance,Wayfarer's Rest [3],
Kasporio,Essos [1],
Kedge_Whiteye,251 – 260 AC [1] Westeros [2],
Kedry,Westeros [1],300 AC off the coast of the Disputed Lands
Kegs,Westeros [1],
Kella,,
Kem,"Flea Bottom , King's Landing",
Kemmett_Pyke,,
Kenned_the_Whale,,299 AC Winterfell
Lord_Kenning,,
Kennos_of_Kayce,Westerlands [1],
Kermit_Tully,112 AC [1],or after 136 AC [1]
Kerwin,277 AC or 278 AC [1],300 AC
Ketter,,
Kevan_Lannister,244 AC [1] Casterly Rock [2],300 AC (aged 55) King's Landing
Kezmya_Pahl,Meereen,
Khiara_the_Great,,
Khorane_Sathmantes,,
Khrazz,roughly 276 – 277 AC [1] Meereen [2],300 AC Meereen
Kiera_of_Tyrosh,~ 170 – 197 AC [1],In or after 222 AC [1]
Kindly_Man,Essos [1],
King_Cutthroat,,300 AC Astapor [1]
Kirby_Pimm,Westeros [2],
Kirth,,
Kirth_Vance,,
Knight_of_Ninestars_(First_Blackfyre_Rebellion),,196 AC [1] Redgrass Field [1]
Knight_of_the_Red_Chicken,,
Knight_Without_Armor,,
Kojja_Mo,Summer Isles [1],
Korra,,
Koss,,299 AC Gods Eye
Kraznys_mo_Nakloz,Astapor [1],"299 AC Plaza of Punishment , Astapor"
Kromm,Iron Islands,299 AC Winterfell
Kurleket,,298 AC the Mountains of the Moon
Kurz,,299 AC Riverlands
Kyle,Westeros [2],
Kyle_(brotherhood),,299 AC the burning septry
Kyle_Condon,,
Kyle_Connington,,
Kyle_Royce,,282 AC King's Landing [1]
Kyleg,,
Kym,,282 – 299 AC
Kyra,280 AC or 281 AC [1] the winter town,300 AC forests near the Dreadfort
Kyra_Frey,261 – 278 AC [1],
Kyrie,,
Lacey,,299 AC Pennytree
Lady_Farts-a-Lot,,
Lady_of_the_Leaves,Riverlands [1],
Lady_Stork,,
Laena_Penrose,~ 185 – 198 AC [1],
Laena_Velaryon,late 92 AC [1] [N 1],early 120 AC (aged 27) Driftmark [1]
Laena_Velaryon_(daughter_of_Alyn),134 AC [1] Crownlands [N 1],
Laenor_Velaryon,94 AC [1],120 AC Spicetown [1]
Lambert_Turnberry,,
Lambert_Whitewater,,
Lamprey_(gaoler),Westeros [1],
Lancel_Lannister,282 AC [1] Westerlands [2],
Lancel_I_Lannister,,
Lancel_IV_Lannister,,Red Lake in the Reach
Lancel_V_Lannister,,
Lann_the_Clever,the Age of Heroes Andalos or Westeros (disputed),in his 312th year
Lanna_(Happy_Port),285 AC or 286 AC [1],
Lanna_(Peach),,
Lanna_Lannister,In or after 269 AC [1],
Larence_Snow,286 AC [1],
Larissa_Velaryon,,
Lark,Three Sisters,299 AC the haunted forest
Larra_Blackmont,,
Larra_Rogare,115 AC [3] Lys,145 AC [4] Lys
Larraq,279 – 292 AC [1],
Larys_Strong,,131 AC King's Landing [3]
Last_hero,,
Laswell_Peake,,
Laurent,,
Layna,279 – 285 AC [1],
Leaf,100 AC (roughly) [1],
Leana_Frey,299 AC or 300 AC [1],
Leathers,Before 259 AC [1],
Lelia_Lannister,,
Lem,Westeros [6],
Lem_(Standfast),In or around 161 AC [1],
Lemore,In or before 259 AC [1] Westeros [2],
Lenn,,299 AC Castle Black
Lennocks,,298 AC or 299 AC
Lenwood_Tawney,,
Lenyl,,
Leo_Blackbar,,
Leo_Costayne,,134 AC Great Wyk [3]
Leo_Lefford,,299 AC [1] the Red Fork of the Trident
Leo_Tyrell_(son_of_Gareth),,
Leo_Tyrell_(son_of_Moryn),Reach [3],
Leo_Tyrell_(Longthorn),Highgarden [2],
Leo_Tyrell_(son_of_Victor),,
Leobald_Tallhart,Torrhen's Square [1],299 AC Winterfell
Leona_Tyrell,,
Leona_Woolfield,,
Leonella_Lefford,,
Leonette_Fossoway,,
Leowyn_Corbray,In or before 99 AC [3],"133 AC [2] Red Keep , King's Landing [2]"
Leslyn,,
Leslyn_Haigh,,
Lester,,
Lester_Dabell,,
Lester_Morrigen,,
Lew_(guard),,
Left_Hand_Lew,,
Long_Lew,,
Lewis_Lanster,Westeros,
Lewyn_Martell,,283 AC the Trident
Lewys_the_Fishwife,,
Lewys_Lydden,,
Lewys_Piper,,
Leygood_(father_of_Lucas),,130 AC Tumbleton
Leyla_Hightower,,
Leyton_Hightower,Oldtown [2],
Lharys,,298 AC the Mountains of the Moon
Lia_Serry,,
Liane_Vance,,
Lianna_Velaryon,,54 AC Dragonstone [1]
The_Liddle,,
Lily,156 AC [1] King's Landing,
Liomond_Lashare,,
Lister,,298 AC or 299 AC
Little_Lord_Lazyeye,before 273 AC,
Lo_Bu,,
Lo_Doq,,
Lo_Han,,
Lo_Tho,,
Lodos,,2 AC
Lodos_the_Twice-Drowned,,37 AC
Lollys_Stokeworth,265 AC [1] Stokeworth [2],
Lomas_Estermont,,
Lomas_Longstrider,Westeros [1],
Lommy_Greenhands,King's Landing [1],299 AC the riverlands
Lomys,,
Longwater_Pyke,,
Longwaters,,
Lonnel_Snow,152 – 195 AC [2],
Loras_Tyrell,282 AC [6] Highgarden [7],
Lorcas,In or before 241 AC [1],
Lorcas_the_Learned,,48 AC [1] outside Oldtown [1]
Lord_of_Bones,beyond the Wall [6],300 AC [7] Castle Black [7]
Lord_Pigface,,
Lordling,,
Loren_I_Lannister,,In or before 42 AC
Lorence_Roxton,13 BC – 33 AC [2],
Lorent_Caswell,,
Lorent_Grandison,,
Lorent_Lorch,,
Lorent_Marbrand,,130 AC King's Landing [1]
Lorent_Tyrell,,
Lorent_Tyrell_(steward),,
Loreon_Lannister,,
Loreon_I_Lannister,,
Loreon_II_Lannister,,
Loreon_III_Lannister,,
Loreon_IV_Lannister,,
Loreon_V_Lannister,,
Loreth_Lansdale,,22 th day of the 10 th moon of 130 AC Dragonstone [1]
Loreza_Sand,293 AC [2] (age 7),
Lorimar_Peake,,
Lorimas_Mudd,,
Lorimer_the_Belly,Westeros [1],298 AC riverlands
Lormelle_Long_Lance,,
Loron_Greyjoy,,
Loron_Greyjoy_(lord),,
Lorra_Royce,In or before 201 AC [1],In or after 190 AC [1]
Black_Lorren,,299 AC Winterfell
Lorren_Longaxe,300 AC,wolfswood
Loso,,
Lothar,Westeros [2],
Lothar_Bracken,,
Lothar_Frey,264 – 266 AC [1] the Twins [2],
Lothar_Mallery,,298 AC [1] Mummer's Ford [1]
Lotho_Lornel,,
Lotho_Rogare,,
Lothor_Brune,Crackclaw Point [2],
Lothor_Burley,,
Loyal_Spear,,300 AC Meereen
Lucamore_Strong,In or before 40 AC [1],
Lucan,,299 AC Harrenhal
Lucan_(Grand_Maester),,
Lucantine_Woodwright,,
Lucas_Blackwood,In or before 283 AC [1],299 AC the Twins [2]
Lucas_Codd,Iron Islands [2],
Lucas_Corbray,,
Lucas_Harroway,,"44 AC [1] the Red Keep , King's Landing"
Lucas_Inchfield,161 – 171 AC [2] Reach [3],211 AC [1] [4] the Chequy Water [1]
Lucas_Leygood,,"135 AC [1] the Gate of the Gods , King's Landing [1]"
Lucas_Lothston_(husband_of_Falena),,
Lucas_Lothston_(father_of_Manfryd),,
Lucas_Nayland,Hag's Mire [2],
Lucas_Roote,,299 AC the riverlands [1]
Lucas_Tyrell,,
Luceon_Frey,248 – 258 AC [1],
Luceon_of_Tarth,Tarth,
Luceon_Templeton,,
Lucerys_Velaryon,late 115 AC [1],129 AC Shipbreaker Bay [2]
Lucerys_Velaryon_(master_of_ships),,281 – 298 AC
Lucias_Vypren,,
Lucifer_Dryland,,
Lucifer_Hardy,,
Lucifer_Justman,,
Lucifer_Long,Westeros,
Lucifer_Massey,,42 AC King's Landing
Lucimore_Botley,,
Lucinda_Broome,,59 AC Riverrun
Lucinda_Penrose,103 – 133 AC [1],
Lucion_Lannister,268 – 285 AC [1],
Luco_Prestayn,,
Lucos,,
Lucos_Chyttering,283 AC [2],
Likely_Luke,,
Luke_of_Longtown,Longtown,
Lum,,
Luthor_Largent,,"130 AC Cobbler's Square , King's Landing [3]"
Luthor_Tyrell,In or before 237 AC [2],255 – 281 AC [2]
Luthor_Tyrell_(son_of_Moryn),,or before 299 AC
Luthor_Tyrell_(son_of_Theodore),,
Luton,North [1],300 AC Winterfell
Luwin,Westeros [1],"299 AC Winterfell , the North"
Lyanna_Mormont,290 AC [1] Bear Island [2],
Lyanna_Stark,"266 – 267 AC [5] Winterfell , the North [6]","283 AC [5] (aged 16) [7] the tower of joy , Dorne [6]"
Lyanna_Stark_(daughter_of_Cregan),138 – 181 AC [1],
Lyanne_Glover,185 – 211 AC [1],197 – 223 AC [1] Winterfell [2]
Lyarra_Stark,~ 215 AC - 250 AC [1],267 – 299 AC [1]
Lyessa_Flint,,
Lyle_Bracken,,42 AC King's Landing [1]
Lyle_Crakehall,Crakehall [2],
Lyman_Beesbury,49 AC [1],129 AC (aged 80) King's Landing [2]
Lyman_(Archmaester),,
Lyman_Darry,290 AC or 291 AC [2],299 AC Darry [3]
Lyman_Lannister,In or before 16 AC [2],59 AC [3]
Lymond_Fisher,,
Lymond_Goodbrook,,
Lymond_Hightower,,
Lymond_Lychester,,
Lymond_Lynderly,,
Lymond_Mallister,,104 – 131 AC [2]
Lymond_Pease,,
Lymond_Vikary,,
Lyn_Corbray,~ 261 – 268 AC [2] Heart's Home [3],
Lynara_Stark,In or before 167 AC [1],In or after 140 AC [1]
Lync,,
